operational_presence,fabric_in_chamber,testing_schedule,standby_power_down,workload,UTA_Electric_Active_Energy
1,1,4.309052899060005,0,159.15247273545995,36.925
1,1,21.717518675355034,1,92.66833212762057,21.5
1,1,7.503901040301849,0,71.65632658705545,16.625
1,1,3.1239262530640497,0,71.97958821075645,16.7
0,0,19.840392654508097,0,71.97958821075645,16.7
0,1,0.05989088641989948,1,134.36908158504983,31.175
0,1,19.970119624339937,0,155.16557937648093,36.0
0,1,6.295484209103422,0,167.44952107711904,38.85
1,1,21.23331054613491,1,171.54416831066504,39.8
1,1,16.595500373797897,0,171.97518380893305,39.9
0,0,15.988399988414162,0,174.77678454767505,40.55
1,0,8.767669515956241,1,175.85432329334506,40.8
0,0,1.4256713733785036,1,176.06983104247908,40.85
0,0,19.921754356933853,0,175.31555392051007,40.675
0,1,4.101691084236672,1,174.45352292397408,40.475
0,0,8.934207405474053,0,170.25112181586104,39.5
1,1,14.408512452217963,0,170.35887569042802,39.525
0,1,11.574089725454922,1,170.46662956499503,39.55
1,0,4.767855244111633,1,172.94496868003606,40.125
1,1,3.374792565174814,0,173.80699967657208,40.325
0,1,2.9579105340069747,0,174.02250742570607,40.375
1,1,20.712189155980823,0,171.11315281239706,39.7
1,0,0.757429177472007,0,170.35887569042802,39.525
0,0,23.448342230397465,1,171.11315281239706,39.7
0,0,4.764688569249938,1,158.72145723719197,36.825
0,0,2.647735125097875,0,92.66833212762057,21.5
0,1,13.847319714643083,1,72.08734208532344,16.725
0,1,1.919662990576719,1,71.87183433618944,16.675
1,1,14.458878315926277,0,71.76408046162244,16.65
1,1,20.415039475526715,1,134.26132771048282,31.15
0,1,1.149552515218196,1,155.27333325104794,36.025
0,0,19.19684650868506,0,167.66502882625304,38.9
1,1,9.46745858357085,1,172.62170705633503,40.05
0,0,3.8277752119490396,1,172.29844543263405,39.975
0,1,4.226315526419017,0,174.66903067310807,40.525
0,0,22.05034904866143,0,175.74656941877805,40.775
1,0,2.654538046575947,1,174.8845384222421,40.575
0,1,20.80278689077577,1,174.8845384222421,40.575
1,1,13.06187090360675,1,173.91475355113906,40.35
1,1,0.9373482915945379,0,171.54416831066504,39.8
0,1,11.14742749721612,1,171.00539893783002,39.675
1,0,19.618788347431217,0,170.68213731412905,39.6
0,1,17.42886690333841,0,172.62170705633503,40.05
1,0,11.730778024433228,0,173.26823030373706,40.2
1,1,20.641197112709207,1,173.48373805287105,40.25
1,1,2.888754282725513,0,171.11315281239706,39.7
0,0,21.838585281416854,0,171.22090668696407,39.725
1,1,20.31458900360037,0,171.86742993436604,39.875
0,1,16.998643815773665,0,159.69124210829497,37.05
0,0,19.62930581108998,0,92.99159375132156,21.575
0,1,13.051572164223984,1,72.08734208532344,16.725
1,1,16.203898298344004,1,71.87183433618944,16.675
1,1,13.454353696986693,1,71.87183433618944,16.675
0,0,8.530284732190783,0,134.1535738359158,31.125
1,0,13.652659136668262,0,155.38108712561493,36.05
0,1,6.179167980766217,1,167.66502882625304,38.9
1,0,10.566700100178846,0,172.40619930720104,40.0
0,1,6.738609774245837,1,172.08293768350003,39.925
1,0,2.949306947073336,1,175.2078000459431,40.65
0,1,7.724684553357748,1,176.39309266618005,40.925
1,1,20.447693236434496,0,176.5008465407471,40.95
0,0,9.145938495415336,0,176.17758491704606,40.875
0,0,17.952087575252857,0,175.31555392051007,40.675
0,1,4.20474850171587,1,172.19069155806704,39.95
1,1,10.186059820023399,1,172.19069155806704,39.95
1,0,2.7565456640442374,1,172.08293768350003,39.925
0,1,3.3269055208197527,0,175.2078000459431,40.65
1,0,14.818473117361659,1,175.63881554421107,40.75
1,0,14.579563618776266,1,175.63881554421107,40.75
1,1,5.120925776516693,0,172.83721480546905,40.1
1,0,11.386156662931167,0,172.29844543263405,39.975
0,1,20.71934800747075,1,172.62170705633503,40.05
0,0,4.180836208235589,0,160.122257606563,37.150000000000006
1,0,0.46105279376435604,0,92.99159375132156,21.575
1,0,15.647883375925737,0,19.78361137050132,4.59
1,1,1.2839569941284399,1,2.187403653710114,0.5075000000000001
0,1,23.518565725738704,0,2.144302103883313,0.4975
0,1,14.630886811173145,0,2.176628266253413,0.505
1,0,11.289512468255335,1,2.2197298160802137,0.515
1,0,10.319820960583362,1,2.176628266253413,0.505
1,1,13.753695804406354,1,2.133526716426613,0.495
1,0,2.174986481285158,0,2.144302103883313,0.4975
1,1,22.3204574116679,1,68.10044872634442,15.8
0,0,15.015409645245066,1,89.65122363974454,20.8
0,1,4.415483942661811,1,86.63411515186853,20.1
1,0,13.501945290351909,0,85.98759190446653,19.95
1,1,3.198156139992279,0,85.77208415533252,19.9
0,0,0.42126522139949074,0,85.98759190446653,19.95
0,0,15.132407645135952,1,85.87983802989953,19.925
1,0,15.563600204883066,1,23.19940919427524,5.3825
0,0,14.008717987281972,0,2.208954428623513,0.5125
0,0,4.403596904640554,0,2.165852878796713,0.5025
1,1,14.482316603874409,0,2.208954428623513,0.5125
1,1,1.3562625821884753,0,2.2412805909936138,0.52
1,1,14.621720533726135,1,2.1981790411668136,0.51
0,1,13.296408458582851,1,2.144302103883313,0.4975
1,1,15.726115940138389,0,2.2197298160802137,0.515
0,0,21.49141453805745,0,2.262831365907014,0.525
0,0,20.408594525748878,0,2.2197298160802137,0.515
1,0,23.53570059750093,1,2.165852878796713,0.5025
1,1,23.4297847904778,0,2.2197298160802137,0.515
1,0,18.535672640970063,1,2.2736067533637145,0.5275000000000001
1,0,22.954070932265473,1,2.230505203536914,0.5175000000000001
1,1,20.81481326133869,1,2.144302103883313,0.4975
0,0,17.46197879747935,1,2.187403653710114,0.5075000000000001
0,1,1.8092221114501248,1,2.208954428623513,0.5125
0,1,1.1771973184773064,0,2.176628266253413,0.505
0,0,20.102389620138485,1,2.1227513289699127,0.4925
1,0,11.75174058892076,1,2.187403653710114,0.5075000000000001
0,0,19.550560424998103,0,2.2197298160802137,0.515
1,1,7.510038495725265,0,2.3059329157338144,0.535
1,0,9.543596599752307,0,2.155077491340013,0.5
1,1,16.804481304286366,0,2.2412805909936138,0.52
1,1,21.967841686370235,0,2.5537668272379155,0.5925
1,0,2.1062753874932625,1,2.3059329157338144,0.535
0,0,20.67547547123055,1,2.4136867903008152,0.56
0,1,19.032305397104764,1,2.2412805909936138,0.52
1,0,7.572942497516512,1,2.1981790411668136,0.51
0,1,8.52519873915743,1,2.165852878796713,0.5025
0,0,1.1150754533258311,1,2.176628266253413,0.505
1,1,0.3777746668012316,0,2.230505203536914,0.5175000000000001
0,1,11.4481470325855,1,2.187403653710114,0.5075000000000001
1,1,2.292951491935453,0,54.85749754206003,12.7275
1,0,4.656043545965113,1,72.51835758359144,16.825
1,0,20.322412788639927,1,72.73386533272544,16.875
0,1,13.704681390010858,1,135.23111258158582,31.375
0,0,15.20717849438672,0,156.56637974585198,36.325
1,0,4.499503939966081,0,168.41930594822202,39.075
0,1,19.88788330690607,0,173.05272255460304,40.15
1,0,20.83151453855394,0,172.83721480546905,40.1
1,0,12.559862249113042,0,175.2078000459431,40.65
1,0,21.901386525087837,0,176.28533879161307,40.9
0,1,20.27588699890996,1,176.60860041531407,40.975
0,1,17.551780240186513,0,176.60860041531407,40.975
1,0,17.617821976647086,1,175.74656941877805,40.775
0,0,2.529443374820719,0,173.16047642917005,40.175
0,0,6.500064904695979,0,172.83721480546905,40.1
1,1,1.6043332756242252,1,173.0527225546031,40.150000000000006
1,0,0.20834902143140788,1,175.96207716791207,40.825
1,1,3.799428753213843,0,177.03961591358208,41.075
1,0,21.131692383526563,1,177.03961591358208,41.075
0,1,5.756977416865237,1,173.91475355113906,40.35
1,0,23.28369510220132,1,172.19069155806704,39.95
1,1,14.334983989468947,1,172.29844543263405,39.975
0,0,5.694203703232569,1,160.23001148112996,37.175
1,0,11.931139283621107,1,92.99159375132156,21.575
1,1,5.258275744802769,1,72.08734208532344,16.725
1,1,23.615365396376973,1,72.30284983445743,16.775
1,0,20.334359613719133,1,72.41060370902444,16.8
1,1,0.6297309307758985,1,134.8000970833178,31.275
0,1,22.746624755219308,0,155.81210262388294,36.15
0,1,17.305562575269295,0,167.77278270082002,38.925
1,0,1.9771500485106799,1,171.11315281239706,39.7
1,1,16.095305911834693,1,172.62170705633503,40.05
1,0,15.526240751176452,0,174.3457690494071,40.45
1,0,5.250929899382003,0,175.53106166964406,40.725
1,1,18.202720800181815,1,176.17758491704606,40.875
1,0,2.089552879511211,0,176.17758491704606,40.875
1,0,11.746684349549948,0,174.8845384222421,40.575
1,1,0.23815697191411012,0,172.08293768350003,39.925
1,1,23.249699733473914,1,171.97518380893305,39.9
1,0,18.037527162645823,0,171.65192218523205,39.825
1,0,3.8124498278317445,1,174.8845384222421,40.575
0,1,8.200176958830792,1,175.63881554421107,40.75
0,0,3.8534970673962308,1,175.74656941877805,40.775
0,1,18.39881913910355,0,173.16047642917005,40.175
1,1,1.413511810265164,0,172.94496868003606,40.125
0,0,20.16975973352914,1,172.62170705633503,40.05
0,1,22.612712132057517,1,160.23001148112996,37.175
1,1,16.239070627351197,0,93.53036312415657,21.7
0,0,5.1111708000344205,0,71.87183433618944,16.675
1,1,8.642162299525218,1,72.08734208532344,16.725
0,1,11.45375699541435,1,72.19509595989044,16.75
0,1,14.51099453285409,0,135.01560483245183,31.325
1,1,16.0479141554805,0,155.59659487474894,36.1
0,0,13.301153167653187,0,168.20379819908803,39.025
0,0,8.431534099724537,0,171.54416831066504,39.8
1,0,21.382014733557675,0,172.08293768350003,39.925
1,0,1.9534093924309976,0,175.42330779507708,40.7
0,0,11.19014530184388,1,176.28533879161307,40.9
1,1,18.61355612321954,0,176.39309266618005,40.925
0,1,1.4609439669936215,1,177.03961591358208,41.075
0,1,16.92804520347123,1,174.99229229680907,40.6
1,1,19.673078946079798,1,172.94496868003606,40.125
1,1,15.859951164649253,1,172.19069155806704,39.95
1,0,0.31048541460854384,1,171.43641443609806,39.775
1,1,4.32328865117295,1,179.0869395303551,41.55
1,0,8.210713893406819,0,174.8845384222421,40.575
1,1,5.608560855313102,0,174.99229229680907,40.6
0,1,23.10365136545826,1,171.97518380893305,39.900000000000006
1,0,15.638253938731047,1,171.43641443609806,39.775
0,1,7.127302976437687,0,172.62170705633503,40.05
0,1,22.312739967970693,1,159.906749857429,37.1
0,0,17.774260787428485,0,93.31485537502256,21.65
0,1,6.830573083849007,1,72.41060370902444,16.8
1,0,9.09315766564693,0,72.30284983445743,16.775
1,0,4.786292599294962,1,72.30284983445743,16.775
1,1,23.305775958379726,0,134.8000970833178,31.275
0,1,12.415115901361757,1,156.13536424758396,36.225
0,1,21.50536049995163,0,167.98829044995404,38.975
0,1,8.315994504404344,1,172.94496868003606,40.125
0,0,20.660198474339417,0,171.43641443609806,39.775
1,1,1.293284362251935,1,174.3457690494071,40.45
1,1,23.57016762058291,0,175.10004617137608,40.625
1,1,21.888824808799264,1,176.28533879161307,40.9
0,0,8.716870674639718,1,175.42330779507708,40.7
1,1,18.593331967549858,1,174.23801517484006,40.425
1,1,18.054190235371827,0,170.46662956499503,39.55
1,1,21.630115130470358,1,170.35887569042802,39.525
1,1,7.374119547091467,0,169.92786019216,39.425
0,0,11.172480127539588,0,172.83721480546905,40.1
0,1,20.759990702545274,0,173.37598417830407,40.225
0,1,18.685906899245182,0,173.48373805287105,40.25
1,0,9.4432012497667,1,170.25112181586104,39.5
0,1,20.29740558989093,0,169.17358307019103,39.25
0,0,1.1268969415776358,0,169.71235244302602,39.375
0,0,18.769111271111765,1,157.85942624065598,36.625
0,1,4.962380626408815,1,92.34507050391957,21.425
1,0,6.866901787770892,1,71.76408046162244,16.65
1,0,11.837156246294247,1,71.65632658705545,16.625
0,1,10.793628025679375,1,71.87183433618944,16.675
0,0,12.493682564877142,1,134.1535738359158,31.125
0,0,13.074614296128573,1,154.73456387821295,35.9
0,0,7.956664584755926,1,167.34176720255203,38.825
0,0,4.20546031240872,0,171.43641443609806,39.775
0,1,18.443549502895344,1,170.89764506326304,39.65
0,1,9.59942757809141,1,174.3457690494071,40.45
1,1,12.140180699017417,0,175.63881554421107,40.75
1,1,15.472721240426834,1,174.66903067310807,40.525
0,0,21.831310135359743,1,174.77678454767505,40.55
0,1,16.98126794736528,1,172.51395318176804,40.025
1,1,1.0910214141692283,0,169.49684469389206,39.325
1,1,20.125448721552424,1,169.60459856845904,39.35
1,1,23.74452036306046,0,169.38909081932502,39.3
1,1,11.339640608913172,0,172.40619930720104,40.0
0,1,23.270168074910416,1,173.0527225546031,40.150000000000006
0,0,13.135889816235586,1,173.16047642917005,40.175
1,1,11.030783900926796,1,170.68213731412905,39.6
0,0,7.953714353458921,1,169.92786019216,39.425
1,0,15.781317020000131,1,170.46662956499503,39.55
1,0,5.51569009260107,1,158.93696498632596,36.875
1,0,2.5184212443457037,0,92.66833212762057,21.5
0,0,0.6536904620211379,1,19.654306721020916,4.56
1,0,7.01712270516633,1,2.176628266253413,0.505
0,1,9.498499972008918,1,2.165852878796713,0.5025
1,1,13.249840710749947,0,2.208954428623513,0.5125
1,1,7.025995804488154,0,2.2197298160802137,0.515
0,0,23.617429737249868,0,2.144302103883313,0.4975
1,1,7.001884037788022,1,2.176628266253413,0.505
1,1,10.583409322713809,1,2.208954428623513,0.5125
0,0,2.478627972765608,1,67.78796249010011,15.7275
0,1,6.255036320089816,0,79.09134393217849,18.35
0,1,1.1599713549357862,0,74.35017345123045,17.25
0,0,13.428207202495873,0,71.54857271248845,16.6
0,1,18.02555239517836,0,71.87183433618944,16.675
1,1,4.69703554406563,1,71.97958821075645,16.7
0,0,8.829862507585698,1,54.30795278176833,12.6
0,0,0.3987894414518536,0,2.165852878796713,0.5025
1,0,20.148529337333088,0,2.2197298160802137,0.515
0,0,18.719124598360068,0,2.230505203536914,0.5175000000000001
1,1,1.518096740983017,0,2.1981790411668136,0.51
0,1,8.756822623689871,1,2.133526716426613,0.495
0,0,22.92687873238789,1,2.1981790411668136,0.51
1,1,9.408649345895448,1,2.2520559784503136,0.5225
1,0,12.629008241376386,1,2.187403653710114,0.5075000000000001
1,0,8.525828664248525,0,2.165852878796713,0.5025
1,0,14.307153315078285,0,2.2520559784503136,0.5225
1,1,23.475765015283734,0,2.284382140820414,0.53
0,0,23.94006008354873,1,2.144302103883313,0.4975
0,0,18.59315947226859,1,2.165852878796713,0.5025
1,0,9.703466352490544,1,2.230505203536914,0.5175000000000001
1,1,11.86637281989572,0,2.230505203536914,0.5175000000000001
1,1,8.561551874695331,1,2.165852878796713,0.5025
0,0,23.65379111770431,0,2.208954428623513,0.5125
0,0,16.98624733980969,0,2.208954428623513,0.5125
1,1,10.77435469040427,0,2.187403653710114,0.5075000000000001
0,1,0.2907664826304561,0,2.144302103883313,0.4975
1,0,12.49160194537316,1,2.1981790411668136,0.51
1,1,23.61427684083883,1,2.1981790411668136,0.51
0,1,12.553461815353245,0,2.155077491340013,0.5
1,0,4.378240451738728,0,2.111975941513213,0.49
1,1,0.5302499305145965,0,2.144302103883313,0.4975
0,1,8.512890194981019,0,2.208954428623513,0.5125
1,1,22.037473336718566,0,2.1981790411668136,0.51
1,0,23.917298596221144,1,2.144302103883313,0.4975
1,0,22.688831395488062,0,2.133526716426613,0.495
0,0,17.506079838102163,1,2.2412805909936138,0.52
1,0,13.395425482575726,0,2.155077491340013,0.5
0,1,14.17646751317405,0,2.133526716426613,0.495
0,1,12.935808218207061,0,2.208954428623513,0.5125
1,1,16.96918331815172,1,54.868272929516735,12.73
0,1,10.05295744068846,1,72.62611145815845,16.85
0,0,16.060896118938373,0,72.51835758359144,16.825
1,1,2.918690758972825,1,135.55437420528682,31.45
1,1,6.37668735747561,0,156.35087199671796,36.275
1,0,20.064072931407107,1,168.52705982278903,39.1
1,1,21.689974337841388,0,173.16047642917005,40.175
0,0,12.936197701447192,1,174.02250742570607,40.375
0,1,0.7592548131103776,1,180.7032476488601,41.925
0,1,22.247365699002437,1,177.7938930355511,41.25
1,0,16.849542192654873,0,177.68613916098408,41.225
1,1,9.936670170128659,0,177.36287753728308,41.15
1,1,14.361094636787913,1,174.77678454767505,40.55
1,0,10.314596026592787,1,171.65192218523205,39.825
0,0,11.168141441569222,1,171.75967605979906,39.85
0,0,21.283436775825642,0,171.00539893783002,39.675
0,1,3.866021926010677,0,173.80699967657208,40.325
1,1,2.4880592515736826,1,174.45352292397408,40.475
0,1,0.06548986831237791,0,174.66903067310807,40.525
1,1,7.53600901469104,0,171.75967605979906,39.85
0,1,3.5379303956262573,1,170.78989118869606,39.625
0,0,5.279651883314668,0,172.62170705633503,40.05
0,1,0.2697355839690463,0,160.66102697939797,37.275
1,0,5.452689952504877,0,93.53036312415657,21.7
1,0,7.985077966376974,1,72.19509595989044,16.75
0,1,0.7576199138371518,0,72.30284983445743,16.775
0,0,14.589698983131544,1,72.41060370902444,16.8
1,1,13.651208373210192,0,135.33886645615283,31.4
0,1,2.3288586842382015,0,156.02761037301696,36.2
1,0,14.280234660441625,1,168.31155207365504,39.05
1,0,23.96769404661306,1,172.83721480546905,40.1
0,1,22.667254867476977,0,173.91475355113906,40.35
0,1,0.06410384082391918,0,175.74656941877805,40.775
1,0,19.08907947192863,0,177.03961591358208,41.075
0,0,8.486526629675662,1,176.93186203901507,41.05
0,1,1.5276328880310581,0,175.85432329334506,40.8
1,1,7.103597129188993,1,174.1302613002731,40.400000000000006
1,0,7.721676391511095,1,171.00539893783002,39.675
1,0,12.557861743417364,1,170.35887569042802,39.525
1,1,15.86601041445251,1,170.46662956499503,39.55
0,1,17.977334693001794,1,173.05272255460304,40.15
0,1,5.9016730215184,0,174.23801517484006,40.425
1,1,7.7224936859639275,0,174.23801517484006,40.425
1,1,7.401160964633645,0,171.54416831066504,39.8
0,0,8.705684834901035,1,170.68213731412905,39.6
1,1,23.99175141495213,1,171.43641443609806,39.775
0,0,18.67063926785822,0,160.337765355697,37.2
0,1,23.39977116644873,1,92.99159375132156,21.575
0,0,16.634665429129374,1,72.19509595989044,16.75
0,0,9.750496839534822,0,72.19509595989044,16.75
0,1,9.3538604070474,0,72.08734208532344,16.725
0,1,11.725947479401082,0,135.23111258158582,31.375
0,0,10.004874800746496,1,156.35087199671796,36.275
1,1,19.879829906225897,0,168.09604432452105,39.0
1,0,11.16004831264063,0,172.29844543263405,39.975
1,0,7.094744645060303,1,171.97518380893305,39.9
1,1,18.596646448719643,1,175.74656941877805,40.775
0,0,20.50608982515347,1,176.39309266618005,40.925
0,1,10.090294947370833,1,175.53106166964406,40.725
1,0,16.02740572573277,0,174.3457690494071,40.45
0,1,1.4113088133193141,1,173.16047642917005,40.175
1,1,12.7071564473152,1,170.14336794129406,39.475
0,0,1.0795473058921932,1,170.03561406672705,39.45
1,0,0.7005801718672338,0,169.92786019216,39.425
0,1,14.710196412545738,0,173.05272255460304,40.15
1,1,7.280049177479691,0,174.02250742570607,40.375
1,0,17.82089189893117,1,173.91475355113906,40.35
1,1,21.505981455182212,0,170.57438343956207,39.575
0,0,3.345388169528417,1,169.60459856845904,39.35
1,0,17.38854812589417,1,170.35887569042802,39.525
1,0,12.348479958920239,0,159.260226610027,36.95
1,0,2.6908620039047726,1,92.88383987675456,21.55
1,1,15.638222555537393,0,72.08734208532344,16.725
1,1,14.627203274555349,1,72.08734208532344,16.725
0,1,12.375404817618781,0,71.76408046162244,16.650000000000002
1,1,22.235308909431794,0,134.58458933418382,31.225
1,1,12.505912706496396,0,155.59659487474894,36.1
1,1,23.772362770805103,1,168.09604432452105,39.0
0,1,12.221491532354666,1,172.08293768350003,39.925
0,1,2.780448919232822,0,171.43641443609806,39.775
1,1,11.29131002580073,0,175.31555392051007,40.675
1,0,4.37589030132171,1,176.28533879161307,40.9
0,1,14.331203645218254,0,174.99229229680907,40.6
1,1,16.635172204646427,1,173.37598417830407,40.225
0,1,11.242446688970247,1,172.83721480546905,40.1
0,1,2.3448712243955576,1,169.49684469389206,39.325
0,1,11.24739356600527,1,169.60459856845904,39.35
0,1,1.9549011536256096,0,169.92786019216,39.425
1,0,16.371022932156816,0,172.72946093090206,40.075
0,1,18.9688373967621,0,173.26823030373706,40.2
1,0,23.09712785344894,0,173.26823030373706,40.2
1,1,3.5712505710829543,1,170.35887569042802,39.525
1,1,12.7780880527993,0,169.281336944758,39.275
1,0,13.620896820850046,1,169.60459856845904,39.35
0,0,22.13943681074351,1,158.82921111175898,36.85
1,1,15.054639374316341,0,92.66833212762057,21.5
1,0,3.4922314954877063,0,71.65632658705545,16.625
0,0,10.47243177511654,0,71.44081883792146,16.575000000000003
1,1,15.714300684150011,0,71.65632658705545,16.625
1,0,16.806826369663135,0,134.69234320875083,31.25
1,0,20.713775966173763,0,155.59659487474894,36.1
1,1,4.332170876265532,1,167.44952107711904,38.85
1,0,22.837011522131963,1,171.86742993436604,39.875
0,0,1.419345888374214,0,172.40619930720104,40.0
1,1,23.610291229653647,0,174.99229229680907,40.6
1,1,20.586410228793802,1,175.74656941877805,40.775
0,1,15.84654678629211,0,174.3457690494071,40.45
0,1,17.63989200634612,0,173.48373805287105,40.25
0,1,1.7446081420511144,1,172.51395318176804,40.025
1,0,0.9955167094668571,1,169.49684469389206,39.325
1,0,2.4423791172327727,1,169.38909081932502,39.3
0,0,2.0966355519393067,0,169.38909081932502,39.3
1,0,13.137149603266444,1,172.51395318176804,40.025
0,1,5.170655690682939,0,172.83721480546905,40.1
1,1,20.644935292961435,1,173.16047642917005,40.175
1,0,10.697966953633731,0,170.25112181586104,39.5
