Date,Hour,optimized_Power Transport Vehicles,optimized_Set Point,optimized_Number of Active Chillers,optimized_Standby Power Down,optimized_Active Printers,optimized_Active Coffee Machines,optimized_Number of Servers,optimized_Number of Network Switches (PoE),optimized_Number of Network Switches (Non-PoE),optimized_Number of HDDs,optimized_Number of SSDs,optimized_Compressor Energy,optimized_Technological Centers Energy,optimized_Chiller Energy,optimized_Data Center Energy,optimized_Production Energy,optimized_UTA Energy,optimized_Office Energy,optimized_Total Cost,optimized_Production Schedule,optimized_Maintenance Status,optimized_Volume Production Waste,optimized_Number of Workers,optimized_Heat Index,optimized_Efficiency Adjusted Power,optimized_Operational Presence,optimized_Fabric in Chamber,optimized_Testing Schedule,optimized_Workload,optimized_Lightbulbs Active,optimized_Active Wall Plugs,optimized_Active Computers,optimized_Price mWh
2023-06-01,16,0.0,,,,,,,,,,,56.55856074911087,30.533872119694976,0.0,0.0,0.0,0.0,0.0,0.0,10,30,24,32,22.93,0.6096143293378149,3.274296542942312,4.474382266180986,14.268482761698008,22.231306342517858,1,1,1,68.18
2023-06-01,17,0.0,,,,,,,,,,,56.079429825090806,31.284705013124693,0.0,0.0,0.0,0.0,0.0,0.0,22,40,15,201,22.14,0.6096150956534984,2.799298657762594,6.552668306497268,17.55146822085819,17.85867074826439,2,3,2,73.0
2023-06-01,18,0.0,,,,,,,,,,,52.37274453250919,29.45767819958898,0.0,0.0,0.0,0.0,0.0,0.0,47,46,24,68,21.1,0.6096152664504958,4.193330591833585,9.540764802825633,18.08121923612173,21.727703590180415,4,5,3,86.16
2023-06-01,19,0.0,,,,,,,,,,,44.27851769982827,30.008288960585062,0.0,0.0,0.0,0.0,0.0,0.0,45,35,13,71,19.89,0.6096147474983082,2.905072023421536,9.55868747215511,16.01437615270784,15.85726277499532,2,4,2,99.35
2023-06-01,20,0.0,,,,,,,,,,,56.65938140267981,32.58614868751368,0.0,0.0,0.0,0.0,0.0,0.0,30,27,16,0,18.6,0.6096145136250066,2.371001556739959,6.885033562216271,12.694834627572924,16.19900504813863,1,3,1,102.5
2023-06-01,21,0.0,,,,,,,,,,,56.86110279957373,31.009399576758305,0.0,0.0,0.0,0.0,0.0,0.0,18,42,22,76,17.31,0.6096144746586247,5.4064679150797,5.768298235176407,17.760887810976193,21.143948096321985,3,2,2,103.79
2023-06-01,22,0.0,,,,,,,,,,,55.726413990638946,32.46100988420612,0.0,0.0,0.0,0.0,0.0,0.0,40,16,12,91,16.1,0.6096144760774654,3.6339957242259446,9.165317574365275,11.624933801565382,16.545970987983896,2,3,1,101.77
2023-06-01,23,0.0,,,,,,,,,,,17.27266309722623,28.48159540177569,0.0,0.0,0.0,0.0,0.0,0.0,30,39,27,107,15.06,0.6096145471586842,3.959623889695197,9.66262371628428,21.2060876036479,29.17022975182249,2,3,2,92.02
2023-06-02,0,0.0,,,,,,,,,,,19.291670825033773,27.880963112589555,0.0,0.0,0.0,0.0,0.0,0.0,0,12,7,70,14.23,0.6084655434761397,1.4026960960975492,2.479904454056562,15.697261186429412,10.449547635325924,0,0,1,89.51
2023-06-02,1,0.0,,,,,,,,,,,18.83636880640085,27.70574591328486,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,10,13.76,0.6091322332522598,0.4678319955564893,0.1776127708024122,0.0315894301358212,5.146642724128877,0,0,0,80.1
2023-06-02,2,0.0,,,,,,,,,,,17.020740105141524,27.73076213271322,0.0,0.0,0.0,0.0,0.0,0.0,13,0,15,5,13.6,0.6098749350993994,0.2486980273389953,0.2655671051600166,0.0223821078521748,5.290325672168994,1,1,0,77.0
2023-06-02,3,0.0,,,,,,,,,,,16.591456007814745,28.131201906153404,0.0,0.0,0.0,0.0,0.0,0.0,22,13,2,10,13.76,0.6103167137533054,0.0094486250822576,1.4366443651750225,0.41055362316657,0.1897317507860498,0,2,1,77.0
2023-06-02,4,0.0,,,,,,,,,,,17.953303699005822,26.6295371757678,0.0,0.0,0.0,0.0,0.0,0.0,8,14,16,29,14.23,0.6099323769985389,0.5453756595211225,0.0579126185665888,0.5776310918334575,5.409120851813284,1,1,1,74.26
2023-06-02,5,0.0,,,,,,,,,,,18.104673809416855,27.05501150041264,0.0,0.0,0.0,0.0,0.0,0.0,23,40,15,129,14.98,0.6095369856915236,0.1246684114790372,1.674278379944294,7.536617099617567,4.832533977818994,1,2,2,80.0
2023-06-02,6,0.0,,,,,,,,,,,16.44086659419179,25.10285182173454,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16,96,15.95,0.6095560416011719,0.0,0.0,0.0606945167777617,5.943729991312273,1,1,0,89.33
2023-06-02,7,0.0,,,,,,,,,,,8.926294816582883,23.951570148668836,0.0,0.0,0.0,0.0,0.0,0.0,0,11,3,73,17.08,0.6095158335301436,0.0900090255569094,0.0436818902855533,0.3144880368738001,0.3382363263337617,1,0,1,91.72
2023-06-02,8,0.0,,,,,,,,,,,8.994386797493906,25.778595897871742,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,169,18.3,0.6095690228774867,4.944462974518296,4.62799640701829,6.724952611611398,7.986737952232906,3,1,0,93.3
2023-06-02,9,0.0,,,,,,,,,,,6.482883614794921,27.655678499914504,0.0,0.0,0.0,0.0,0.0,0.0,11,3,1,0,19.52,0.6096315483458088,3.945391176907328,7.776057508825808,12.477494431953932,15.29919803360454,1,1,0,87.44
2023-06-02,10,0.0,,,,,,,,,,,6.404761009479679,27.004957334726956,0.0,0.0,0.0,0.0,0.0,0.0,6,35,4,0,20.65,0.6096338755317254,2.855284446223863,6.880146676696582,21.04257610052717,17.226561987693874,1,2,2,89.82
2023-06-02,11,0.0,,,,,,,,,,,9.186039548916018,26.103958122303524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,14,21.62,0.6096243809789165,4.7916663189179785,5.0241531620864865,10.291222996181656,26.6259521591253,2,1,0,82.1
2023-06-02,12,0.0,,,,,,,,,,,6.477896807301567,26.70462455330472,0.0,0.0,0.0,0.0,0.0,0.0,0,19,25,0,22.37,0.6096196830787378,2.6489082653164475,3.7438247553271142,16.98999894929544,29.548909043932156,1,0,1,81.1
2023-06-02,13,0.0,,,,,,,,,,,9.233926476612266,27.330318034602655,0.0,0.0,0.0,0.0,0.0,0.0,3,16,9,0,22.84,0.6096106633475815,4.22889593245202,6.486005662572681,15.950399528031006,20.530910372972592,2,2,1,81.1
2023-06-02,14,0.0,,,,,,,,,,,9.324713565624394,27.029984937156172,0.0,0.0,0.0,0.0,0.0,0.0,24,11,7,0,23.0,0.6096100382007476,1.8628330774814712,9.149131887675765,14.39308894897417,18.34773485219413,0,3,1,77.23
2023-06-02,15,0.0,,,,,,,,,,,6.503089938006673,27.25523496312774,0.0,0.0,0.0,0.0,0.0,0.0,31,21,4,0,22.84,0.6096127371536416,2.511700537478362,9.867481477069964,16.469659574500337,16.626787622445008,1,3,1,77.07
2023-06-02,16,0.0,,,,,,,,,,,15.003274029351182,26.454346582391928,0.0,0.0,0.0,0.0,0.0,0.0,29,0,14,87,22.37,0.609613820176699,4.122567248369126,9.676501004799215,9.89936286673935,22.53117439542881,2,3,0,80.82
2023-06-02,17,0.0,,,,,,,,,,,8.840579180678946,25.152902830552677,0.0,0.0,0.0,0.0,0.0,0.0,0,35,25,75,21.62,0.6096145865023217,4.689722191844012,5.698267916963507,20.961042709107986,29.21552458894244,2,1,2,88.0
2023-06-02,18,0.0,,,,,,,,,,,6.659432754861111,24.502180932368812,0.0,0.0,0.0,0.0,0.0,0.0,0,33,18,0,20.65,0.6096147575412263,4.104408422196589,5.053117843348559,21.963223056493018,27.27832794014971,2,0,2,85.8
2023-06-02,19,0.0,,,,,,,,,,,9.271760227284908,23.626209156624498,0.0,0.0,0.0,0.0,0.0,0.0,8,1,10,17,19.52,0.6096142389952499,3.8012903514124785,8.351884582769706,14.618172171932226,24.030488869732487,1,1,0,91.4
2023-06-02,20,0.0,,,,,,,,,,,11.861403210219027,23.826431298397505,0.0,0.0,0.0,0.0,0.0,0.0,10,36,10,104,18.3,0.6096140051214164,3.6008965581134307,8.612130820926671,24.02572325215603,23.9524569590257,1,2,2,99.82
2023-06-02,21,0.0,,,,,,,,,,,6.649344926434893,24.72743081665676,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,0,17.08,0.6096139660763971,2.367933619397623,8.154124365249599,12.890269770001638,22.57527482398799,0,1,0,103.53
2023-06-02,22,0.0,,,,,,,,,,,7.166265546187929,25.803624665086417,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,15.95,0.6096139674561671,3.192154704770834,3.374576339949684,16.128268713979953,18.32274277368064,0,0,1,103.11
2023-06-02,23,0.0,,,,,,,,,,,9.332281186349547,26.52942981184775,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,23,14.98,0.609614038481988,0.5772922847440232,0.1847433179186448,9.388493208525508,1.3362721285503238,0,0,1,101.09
2023-06-03,0,0.0,,,,,,,,,,,9.18824762821245,27.579833535024655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,13.7,0.4739424571543426,0.5046289445639225,0.0246245392439687,0.0,0.1549910005225829,1,1,0,95.67
2023-06-03,1,0.0,,,,,,,,,,,3.8120876228114047,27.755001525269112,0.0,0.0,0.0,0.0,0.0,0.0,8,0,3,121,13.1,0.4746088855186778,0.3737064063675694,1.4111526345074057,0.0653303024680629,1.759573148744841,1,2,0,86.81
2023-06-03,2,0.0,,,,,,,,,,,3.7793436921030783,28.05531506773118,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,12.9,0.4753514474082242,0.0,1.5433820469536887,0.0909772566304751,0.042113317863758,0,2,0,90.02
2023-06-03,3,0.0,,,,,,,,,,,3.7666584720497593,26.6537966704472,0.0,0.0,0.0,0.0,0.0,0.0,2,35,0,0,13.1,0.4757932402407172,0.4051733413559495,0.4096219531925615,10.063407497942812,0.0985127305611941,1,1,2,90.0
2023-06-03,4,0.0,,,,,,,,,,,3.736478677440071,26.553689319575053,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,66,13.7,0.4754090835288593,0.0,0.8489443101077156,0.041927465191657,0.0,0,2,0,95.67
2023-06-03,5,0.0,,,,,,,,,,,3.713829065716221,26.828989012549492,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,0,14.64,0.4750138820950151,0.0321569141046913,0.3456468963710097,0.0751867061245501,4.404884509963499,0,1,0,93.74
2023-06-03,6,0.0,,,,,,,,,,,3.739071830717135,25.552615485722026,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,85,15.88,0.4750329133282893,0.4772148620255187,1.5482452917881946,0.0753370142803089,0.0249910967966733,1,1,0,87.0
2023-06-03,7,0.0,,,,,,,,,,,3.7264284868958417,25.15217842053905,0.0,0.0,0.0,0.0,0.0,0.0,5,16,3,45,17.31,0.474992693516888,1.064015933831635,0.7920459425197188,4.49289446350831,1.5403474357209177,1,1,1,86.0
2023-06-03,8,0.0,,,,,,,,,,,3.701252754800977,25.00201522006507,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,69,18.85,0.4750458391324016,0.9046945543512672,0.258170340095935,0.0917149266246559,0.027261938647326,1,1,0,80.75
2023-06-03,9,0.0,,,,,,,,,,,3.733971287561864,25.002015542934412,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,20.39,0.4751083260593003,0.0,0.0513734826534126,0.0831233916627658,6.677678638025452,0,0,0,80.05
2023-06-03,10,0.0,,,,,,,,,,,3.7969359292333262,24.326285975880296,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,53,21.83,0.4751106546834348,0.0,0.311169564210572,1.5535020961310977,0.0100897191849249,0,1,1,70.99
2023-06-03,11,0.0,,,,,,,,,,,3.7843461918839423,23.875799450969076,0.0,0.0,0.0,0.0,0.0,0.0,7,0,4,0,23.06,0.4751011740860901,0.3300335344509197,1.1468477180354637,0.0908500416586735,2.1746317821551036,1,2,0,78.95
2023-06-03,12,0.0,,,,,,,,,,,3.807011670997954,24.70169196274129,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,24.0,0.4750964824597925,0.9362584937493612,0.6919488599030086,0.0883181480822368,0.017819427938112,1,1,0,78.95
2023-06-03,13,0.0,,,,,,,,,,,3.8498041113237513,24.90190776872263,0.0,0.0,0.0,0.0,0.0,0.0,6,23,0,4,24.6,0.4750874695301103,0.0,0.9296828651135602,6.382908068047448,0.0179699942761124,0,1,1,78.95
2023-06-03,14,0.0,,,,,,,,,,,3.8825394531608466,25.077097129250795,0.0,0.0,0.0,0.0,0.0,0.0,21,7,2,0,24.8,0.4750868438406703,0.0,2.9360309044412736,2.129129762505519,1.03851583610101,1,3,1,78.95
2023-06-03,15,0.0,,,,,,,,,,,3.8472883487337257,24.751745700218503,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,23,24.6,0.4750895391767659,0.0,0.6948592118180292,0.8507209010336396,1.244867041497999,0,1,1,78.85
2023-06-03,16,0.0,,,,,,,,,,,3.834703046123498,25.227259580532355,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,24.0,0.4750906206093306,0.0,0.0415284215988258,1.2232322720484667,1.145584982958911,0,0,1,78.75
2023-06-03,17,0.0,,,,,,,,,,,3.9077193668956114,25.87796268301748,0.0,0.0,0.0,0.0,0.0,0.0,13,0,1,26,23.06,0.4750913864024165,0.7912480607397188,1.977187213622297,0.087471579175091,0.8232830298850955,1,2,0,78.75
2023-06-03,18,0.0,,,,,,,,,,,3.900165973268982,25.05207022406882,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,172,21.83,0.4750915575366897,1.3142878432378122,0.0425861586549769,8.947801690677341,0.0176946338168411,2,0,2,78.75
2023-06-03,19,0.0,,,,,,,,,,,3.857360666982309,25.57763809328419,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.39,0.4750910397526333,0.0,0.042875154420829,0.0851609114612768,0.0188063281771315,1,0,0,80.1
2023-06-03,20,0.0,,,,,,,,,,,3.8875761732490894,26.303422376173952,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,18.85,0.4750908062212748,0.9731015215243352,0.8397938285510673,1.2023743356415495,0.3367269808742112,1,2,1,81.1
2023-06-03,21,0.0,,,,,,,,,,,3.8850581651780423,28.030288371739697,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2,0,17.31,0.4750907671698973,0.3561040417432253,1.2137599578904417,0.7833196876994173,1.000212384102067,1,2,1,102.0
2023-06-03,22,0.0,,,,,,,,,,,3.877505144572808,28.280558800612535,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,15.88,0.4750907684811611,0.0,0.0422390778234771,4.665272071188806,0.0189171225452329,0,0,1,103.34
2023-06-03,23,0.0,,,,,,,,,,,3.8372188149657194,27.855099057770776,0.0,0.0,0.0,0.0,0.0,0.0,0,18,6,70,14.64,0.4750908393873944,0.3566578340835411,0.0426226754965088,5.0783099956370945,3.1811947672718723,1,0,1,95.67
2023-06-04,0,0.0,,,,,,,,,,,3.838440507147203,28.154684708540785,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,15.21,0.3394193708747102,2.286220603615539,0.0,0.0900302437495608,0.0423217417567209,3,0,0,92.0
2023-06-04,1,0.0,,,,,,,,,,,3.787994632998545,25.90229085689545,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,197,14.68,0.3400855378279607,2.1274073336892503,3.988699474578784,12.045802999091674,11.922713707170775,0,0,1,90.16
2023-06-04,2,0.0,,,,,,,,,,,3.7879864024274736,26.027412921759176,0.0,0.0,0.0,0.0,0.0,0.0,14,5,0,21,14.5,0.340827959713209,4.318185365470107,8.863149976662132,16.398671185858827,15.386783706055963,1,2,1,89.96
2023-06-04,3,0.0,,,,,,,,,,,3.780370459348359,26.678094444753324,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,14.68,0.3412697666988404,0.7780853171600368,7.745340454477388,5.957311101559912,10.850640903191158,0,1,0,89.35
2023-06-04,4,0.0,,,,,,,,,,,3.76278888438529,26.252647166041093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,15.21,0.3408857899533025,3.9362258426057215,6.939205010389841,8.631453288452354,16.49798630935509,1,1,0,86.65
2023-06-04,5,0.0,,,,,,,,,,,32.672949571345924,29.130680400808323,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,98,16.05,0.3404907783596212,3.4277093140723753,5.746976349954583,11.463343507689116,23.28442495552833,1,0,0,84.69
2023-06-04,6,0.0,,,,,,,,,,,18.26086138183111,29.50608192641403,0.0,0.0,0.0,0.0,0.0,0.0,0,10,11,79,17.15,0.340509784942284,2.9776761937967167,4.126043374664716,13.10225015370949,15.293008534077888,0,0,0,80.0
2023-06-04,7,0.0,,,,,,,,,,,47.86508685445979,29.18073446261847,0.0,0.0,0.0,0.0,0.0,0.0,46,9,9,0,18.43,0.3404695534118256,3.07168295646371,9.4483596310068,9.969217323426214,12.913898884506889,1,3,0,78.75
2023-06-04,8,0.0,,,,,,,,,,,52.769841440298414,29.380944282831734,0.0,0.0,0.0,0.0,0.0,0.0,35,40,22,0,19.8,0.3405226553208243,1.4089116478328363,7.822943592526602,17.921425347943625,19.410112644833408,0,3,2,63.01
2023-06-04,9,0.0,,,,,,,,,,,54.00216750006659,30.60723619991464,0.0,0.0,0.0,0.0,0.0,0.0,16,27,12,1,21.17,0.3405851037208844,2.986831167298828,5.369775861043016,14.684944620780197,14.089718286621352,2,2,2,60.0
2023-06-04,10,0.0,,,,,,,,,,,49.62582801423083,31.08273771500338,0.0,0.0,0.0,0.0,0.0,0.0,36,25,20,1,22.45,0.3405874337752879,3.4809586052052026,8.004169365357214,13.676245727204003,18.70172419692568,3,4,2,51.0
2023-06-04,11,0.0,,,,,,,,,,,46.35600283661247,29.03057657936215,0.0,0.0,0.0,0.0,0.0,0.0,23,7,11,24,23.55,0.3405779671209431,4.4390180591202935,6.474000424896788,9.57198507724274,13.915503877183951,3,3,1,64.78
2023-06-04,12,0.0,,,,,,,,,,,51.83928838383087,31.95866069223269,0.0,0.0,0.0,0.0,0.0,0.0,23,29,18,0,24.39,0.3405732817631517,2.6464986792861076,6.111354235057436,14.599551881163713,16.85939712896248,1,2,1,78.75
2023-06-04,13,0.0,,,,,,,,,,,57.85061083507331,31.23289562943719,0.0,0.0,0.0,0.0,0.0,0.0,34,0,12,1,24.92,0.3405642756317726,2.3846776744372797,7.419649508176923,3.958796864722901,13.462900043662945,2,4,0,78.75
2023-06-04,14,0.0,,,,,,,,,,,50.38036648982924,30.131735915705104,0.0,0.0,0.0,0.0,0.0,0.0,19,30,13,241,25.1,0.3405636494020475,2.621145198237694,5.093912550198207,13.596974304103703,12.979881019000596,2,2,2,64.4
2023-06-04,15,0.0,,,,,,,,,,,51.16008216865273,31.43310672735168,0.0,0.0,0.0,0.0,0.0,0.0,26,34,5,196,24.92,0.340566341125217,3.865420966807629,5.839536242789858,14.503069646790747,8.4845802385938,3,3,2,51.0
2023-06-04,16,0.0,,,,,,,,,,,55.66241288351334,32.784530179821346,0.0,0.0,0.0,0.0,0.0,0.0,28,32,19,0,24.39,0.3405674209687667,3.336772152288855,6.6926147072449504,15.243549775382746,17.347098901637054,2,2,2,51.0
2023-06-04,17,0.0,,,,,,,,,,,55.13419396183799,32.534266564846746,0.0,0.0,0.0,0.0,0.0,0.0,19,5,18,156,23.55,0.3405681862293411,2.6298884052451297,5.6625769877599295,8.241892179111082,16.983808358727224,2,3,1,51.0
2023-06-04,18,0.0,,,,,,,,,,,50.984039736274674,32.80955647177502,0.0,0.0,0.0,0.0,0.0,0.0,37,34,19,212,22.45,0.3405683574584218,3.575778003140808,7.852426079786516,15.47293546273509,17.309972529176004,3,4,2,78.21
2023-06-04,19,0.0,,,,,,,,,,,53.92686063874264,30.60723684894249,0.0,0.0,0.0,0.0,0.0,0.0,52,12,17,136,21.17,0.3405678404353352,3.21170386175828,10.067189880793723,10.387556893359545,16.687272594500755,2,5,1,83.5
2023-06-04,20,0.0,,,,,,,,,,,56.21574649251274,30.632263242855934,0.0,0.0,0.0,0.0,0.0,0.0,19,19,10,108,19.8,0.3405676072461119,3.9260750514410496,5.105233269293469,11.064331367483629,11.95382754839315,2,1,1,90.57
2023-06-04,21,0.0,,,,,,,,,,,55.03357937840295,33.43521545375689,0.0,0.0,0.0,0.0,0.0,0.0,4,40,23,192,18.43,0.3405675681885006,2.4237611173378473,3.40179480447496,17.156633607303185,19.281748464263675,1,0,1,99.3
2023-06-04,22,0.0,,,,,,,,,,,51.78891767852917,34.53637524064954,0.0,0.0,0.0,0.0,0.0,0.0,0,60,24,158,17.15,0.3405675694314407,2.7652372958472786,2.792647846357298,22.394439158807742,19.418520100487143,1,0,2,103.64
2023-06-04,23,0.0,,,,,,,,,,,17.833093110720608,28.930470845203477,0.0,0.0,0.0,0.0,0.0,0.0,14,18,3,1,16.05,0.3405676402182598,2.491202490771094,5.758461684942019,13.519689063827805,10.79938373653587,1,2,1,95.67
2023-06-05,0,0.0,,,,,,,,,,,16.487816016810967,25.3510690747369,0.0,0.0,0.0,0.0,0.0,0.0,3,1,12,12,16.08,0.2048962848037258,0.3658355480070123,2.4363075725861605,4.7423269095136975,11.23722201340578,0,1,0,97.1
2023-06-05,1,0.0,,,,,,,,,,,16.311424803952697,23.924585447575108,0.0,0.0,0.0,0.0,0.0,0.0,18,19,14,0,15.57,0.2055621903358462,1.7393291320029718,3.551932290826029,7.815475194975248,9.501850060566916,1,1,1,91.59
2023-06-05,2,0.0,,,,,,,,,,,16.06006671793171,24.224885396989414,0.0,0.0,0.0,0.0,0.0,0.0,14,25,2,163,15.4,0.2063044722043155,1.583914963408482,3.297047609846528,9.136777284190666,3.466705175201284,1,1,1,90.99
2023-06-05,3,0.0,,,,,,,,,,,9.248859179620428,24.299959228404077,0.0,0.0,0.0,0.0,0.0,0.0,0,22,4,0,15.57,0.206746293292679,1.396227287208791,0.0698006894838729,8.962752109765162,4.996342861284304,1,0,1,91.36
2023-06-05,4,0.0,,,,,,,,,,,16.00965482848816,24.425088421115618,0.0,0.0,0.0,0.0,0.0,0.0,0,56,9,1,16.08,0.2063624964187488,2.398595260935555,2.1708654769176348,23.627267589745255,11.997573517556676,1,0,2,90.69
2023-06-05,5,0.0,,,,,,,,,,,17.442258347167602,26.427146855620403,0.0,0.0,0.0,0.0,0.0,0.0,19,5,0,93,16.89,0.2059676746059047,1.9123111552043612,6.897971889865542,10.545781895864646,6.360984312330155,0,2,0,82.1
2023-06-05,6,0.0,,,,,,,,,,,23.273322161359587,28.454234793523995,0.0,0.0,0.0,0.0,0.0,0.0,27,29,4,65,17.95,0.2059866565726019,2.8034150963628015,7.624803201075032,15.75283624014569,9.680523482521092,1,3,1,93.0
2023-06-05,7,0.0,,,,,,,,,,,55.09148283139479,30.95680122671626,0.0,0.0,0.0,0.0,0.0,0.0,23,52,6,222,19.18,0.2059464133458576,3.111847428138521,6.5940716704743485,21.300299509426264,9.626915806999932,1,2,2,99.39
