Date,Price1,Price2,Year
2023-06-05 15:00:00,68.79,68.79,2023
2023-06-05 16:00:00,75.92,75.92,2023
2023-06-05 17:00:00,87.92,87.92,2023
2023-06-05 18:00:00,88.35,88.35,2023
2023-06-05 19:00:00,95.12,95.12,2023
2023-06-05 20:00:00,101.46,101.46,2023
2023-06-05 21:00:00,103.67,103.67,2023
2023-06-05 22:00:00,100.0,100.0,2023
2023-06-05 23:00:00,95.12,88.76,2023
2023-07-05 00:00:00,118.83,118.83,2023
2023-07-05 01:00:00,106.74,106.74,2023
2023-07-05 02:00:00,98.81,98.81,2023
2023-07-05 03:00:00,94.84,94.84,2023
2023-07-05 04:00:00,93.32,93.32,2023
2023-07-05 05:00:00,94.84,94.84,2023
2023-07-05 06:00:00,121.48,121.48,2023
2023-07-05 07:00:00,128.95,128.95,2023
2023-07-05 08:00:00,122.0,122.0,2023
2023-07-05 09:00:00,108.01,108.01,2023
2023-07-05 10:00:00,93.52,93.52,2023
2023-07-05 11:00:00,93.52,93.52,2023
2023-07-05 12:00:00,93.62,93.62,2023
2023-07-05 13:00:00,95.0,95.0,2023
2023-07-05 14:00:00,93.02,93.02,2023
2023-07-05 15:00:00,91.0,91.0,2023
2023-07-05 16:00:00,90.1,90.1,2023
2023-07-05 17:00:00,91.42,91.42,2023
2023-07-05 18:00:00,93.32,93.32,2023
2023-07-05 19:00:00,106.74,106.74,2023
2023-07-05 20:00:00,128.76,128.76,2023
2023-07-05 21:00:00,135.14,135.14,2023
2023-07-05 22:00:00,135.05,135.05,2023
2023-07-05 23:00:00,128.95,128.95,2023
2023-02-15 00:00:00,130.0,130.0,2023
2023-02-15 01:00:00,126.11,126.11,2023
2023-02-15 02:00:00,125.98,125.98,2023
2023-02-15 03:00:00,126.11,126.11,2023
2023-02-15 04:00:00,127.0,127.0,2023
2023-02-15 05:00:00,136.43,136.43,2023
2023-02-15 06:00:00,148.37,148.37,2023
2023-02-15 07:00:00,157.3,157.3,2023
2023-02-15 08:00:00,165.47,165.47,2023
2023-02-15 09:00:00,162.53,162.53,2023
2023-02-15 10:00:00,152.84,152.84,2023
2023-02-15 11:00:00,140.96,140.96,2023
2023-02-15 12:00:00,125.69,125.69,2023
2023-02-15 13:00:00,121.75,121.75,2023
2023-02-15 14:00:00,124.3,124.3,2023
2023-02-15 15:00:00,129.35,129.35,2023
2023-02-15 16:00:00,146.26,146.26,2023
2023-02-15 17:00:00,160.06,160.06,2023
2023-02-15 18:00:00,171.01,171.01,2023
2023-02-15 19:00:00,175.0,175.0,2023
2023-02-15 20:00:00,169.07,169.07,2023
2023-02-15 21:00:00,163.65,163.65,2023
2023-02-15 22:00:00,152.41,152.41,2023
2023-02-15 23:00:00,144.05,144.05,2023
2023-05-01 00:00:00,109.9,109.9,2023
2023-05-01 01:00:00,99.9,99.9,2023
2023-05-01 02:00:00,95.49,95.49,2023
2023-05-01 03:00:00,90.59,90.59,2023
2023-05-01 04:00:00,87.4,87.4,2023
2023-05-01 05:00:00,88.0,88.0,2023
2023-05-01 06:00:00,87.38,87.38,2023
2023-05-01 07:00:00,89.56,89.56,2023
2023-05-01 08:00:00,84.26,84.26,2023
2023-05-01 09:00:00,49.81,49.81,2023
2023-05-01 10:00:00,31.0,31.0,2023
2023-05-01 11:00:00,110.0,1.6,2023
2023-05-01 12:00:00,114.95,1.5,2023
2023-05-01 13:00:00,114.95,1.5,2023
2023-05-01 14:00:00,94.85,1.5,2023
2023-05-01 15:00:00,110.0,0.0,2023
2023-05-01 16:00:00,81.0,0.0,2023
2023-05-01 17:00:00,81.0,0.57,2023
2023-05-01 18:00:00,110.0,4.16,2023
2023-05-01 19:00:00,67.0,67.0,2023
2023-05-01 20:00:00,117.06,117.06,2023
2023-05-01 21:00:00,122.57,122.57,2023
2023-05-01 22:00:00,122.57,122.57,2023
2023-05-01 23:00:00,119.0,119.0,2023
2023-06-20 00:00:00,120.8,120.8,2023
2023-06-20 01:00:00,110.28,110.28,2023
2023-06-20 02:00:00,103.98,103.98,2023
2023-06-20 03:00:00,112.01,112.01,2023
2023-06-20 04:00:00,104.12,104.12,2023
2023-06-20 05:00:00,101.07,101.07,2023
2023-06-20 06:00:00,111.89,111.89,2023
2023-06-20 07:00:00,126.21,126.21,2023
2023-06-20 08:00:00,129.06,129.06,2023
2023-06-20 09:00:00,121.82,121.82,2023
2023-06-20 10:00:00,114.01,114.01,2023
2023-06-20 11:00:00,109.8,109.8,2023
2023-06-20 12:00:00,99.9,99.9,2023
2023-06-20 13:00:00,101.52,101.52,2023
2023-06-20 14:00:00,97.76,97.76,2023
2023-06-20 15:00:00,88.78,88.78,2023
2023-06-20 16:00:00,88.78,88.78,2023
2023-06-20 17:00:00,95.0,95.0,2023
2023-06-20 18:00:00,106.81,106.81,2023
2023-06-20 19:00:00,110.07,110.07,2023
2023-06-20 20:00:00,127.71,127.71,2023
2023-06-20 21:00:00,142.25,142.25,2023
2023-06-20 22:00:00,138.0,138.0,2023
2023-06-20 23:00:00,120.11,120.11,2023
2023-03-30 00:00:00,35.0,35.0,2023
2023-03-30 01:00:00,40.0,33.01,2023
2023-03-30 02:00:00,33.0,33.0,2023
2023-03-30 03:00:00,33.9,33.9,2023
2023-03-30 04:00:00,33.9,33.9,2023
2023-03-30 05:00:00,34.5,34.5,2023
2023-03-30 06:00:00,45.0,45.0,2023
2023-03-30 07:00:00,75.0,75.0,2023
2023-03-30 08:00:00,91.0,91.0,2023
2023-03-30 09:00:00,55.0,55.0,2023
2023-03-30 10:00:00,33.01,33.01,2023
2023-03-30 11:00:00,29.59,29.59,2023
2023-03-30 12:00:00,12.93,12.93,2023
2023-03-30 13:00:00,4.16,4.16,2023
2023-03-30 14:00:00,4.0,4.0,2023
2023-03-30 15:00:00,0.1,0.1,2023
2023-03-30 16:00:00,0.1,0.1,2023
2023-03-30 17:00:00,0.1,0.1,2023
2023-03-30 18:00:00,4.16,4.16,2023
2023-03-30 19:00:00,32.0,32.0,2023
2023-03-30 20:00:00,46.0,46.0,2023
2023-03-30 21:00:00,46.0,46.0,2023
2023-03-30 22:00:00,33.9,33.9,2023
2023-03-30 23:00:00,31.27,31.27,2023
2023-09-10 00:00:00,126.51,126.51,2023
2023-09-10 01:00:00,115.43,115.43,2023
2023-09-10 02:00:00,114.82,114.82,2023
2023-09-10 03:00:00,113.0,113.0,2023
2023-09-10 04:00:00,110.05,110.05,2023
2023-09-10 05:00:00,101.73,101.73,2023
2023-09-10 06:00:00,111.74,111.74,2023
2023-09-10 07:00:00,111.74,111.74,2023
2023-09-10 08:00:00,113.0,113.0,2023
2023-09-10 09:00:00,101.73,101.73,2023
2023-09-10 10:00:00,83.72,83.72,2023
2023-09-10 11:00:00,79.0,79.0,2023
2023-09-10 12:00:00,79.2,75.0,2023
2023-09-10 13:00:00,81.0,75.0,2023
2023-09-10 14:00:00,77.84,74.0,2023
2023-09-10 15:00:00,73.27,54.0,2023
2023-09-10 16:00:00,79.0,79.0,2023
2023-09-10 17:00:00,84.0,84.0,2023
2023-09-10 18:00:00,101.73,101.73,2023
2023-09-10 19:00:00,121.04,121.04,2023
2023-09-10 20:00:00,129.94,129.94,2023
2023-09-10 21:00:00,131.57,131.57,2023
2023-09-10 22:00:00,126.51,126.51,2023
2023-09-10 23:00:00,115.43,115.43,2023
2023-04-24 00:00:00,90.0,90.0,2023
2023-04-24 01:00:00,91.8,91.8,2023
2023-04-24 02:00:00,91.82,91.82,2023
2023-04-24 03:00:00,93.4,93.4,2023
2023-04-24 04:00:00,100.88,100.88,2023
2023-04-24 05:00:00,105.0,105.0,2023
2023-04-24 06:00:00,115.46,115.46,2023
2023-04-24 07:00:00,133.8,133.8,2023
2023-04-24 08:00:00,135.0,135.0,2023
2023-04-24 09:00:00,126.92,126.92,2023
2023-04-24 10:00:00,91.76,91.76,2023
2023-04-24 11:00:00,75.97,75.97,2023
2023-04-24 12:00:00,65.89,65.89,2023
2023-04-24 13:00:00,64.41,60.11,2023
2023-04-24 14:00:00,63.6,58.21,2023
2023-04-24 15:00:00,64.61,25.0,2023
2023-04-24 16:00:00,64.61,25.0,2023
2023-04-24 17:00:00,64.61,49.81,2023
2023-04-24 18:00:00,64.61,64.61,2023
2023-04-24 19:00:00,87.71,87.71,2023
2023-04-24 20:00:00,135.97,135.97,2023
2023-04-24 21:00:00,136.55,136.55,2023
2023-04-24 22:00:00,130.0,130.0,2023
2023-04-24 23:00:00,119.15,119.15,2023
2023-09-14 00:00:00,96.3,96.3,2023
2023-09-14 01:00:00,93.21,93.21,2023
2023-09-14 02:00:00,89.51,89.51,2023
2023-09-14 03:00:00,90.1,90.1,2023
2023-09-14 04:00:00,90.2,90.2,2023
2023-09-14 05:00:00,93.21,93.21,2023
2023-09-14 06:00:00,114.35,114.35,2023
2023-09-14 07:00:00,125.0,125.0,2023
2023-09-14 08:00:00,127.77,127.77,2023
2023-09-14 09:00:00,120.43,120.43,2023
2023-09-14 10:00:00,96.82,96.82,2023
2023-09-14 11:00:00,90.87,90.87,2023
2023-09-14 12:00:00,88.99,88.99,2023
2023-09-14 13:00:00,89.0,89.0,2023
2023-09-14 14:00:00,89.2,89.2,2023
2023-09-14 15:00:00,89.2,89.2,2023
2023-09-14 16:00:00,94.0,94.0,2023
2023-09-14 17:00:00,94.68,94.68,2023
2023-09-14 18:00:00,121.1,121.1,2023
2023-09-14 19:00:00,131.44,131.44,2023
2023-09-14 20:00:00,145.91,145.91,2023
2023-09-14 21:00:00,132.22,132.22,2023
2023-09-14 22:00:00,126.41,126.41,2023
2023-09-14 23:00:00,125.0,125.0,2023
2023-06-24 00:00:00,117.28,117.28,2023
2023-06-24 01:00:00,109.66,109.66,2023
2023-06-24 02:00:00,102.84,102.84,2023
2023-06-24 03:00:00,106.57,106.57,2023
2023-06-24 04:00:00,106.57,106.57,2023
2023-06-24 05:00:00,106.57,106.57,2023
2023-06-24 06:00:00,92.3,92.3,2023
2023-06-24 07:00:00,92.3,92.3,2023
2023-06-24 08:00:00,90.57,90.57,2023
2023-06-24 09:00:00,81.69,81.69,2023
2023-06-24 10:00:00,57.64,57.64,2023
2023-06-24 11:00:00,62.0,25.0,2023
2023-06-24 12:00:00,62.0,20.0,2023
2023-06-24 13:00:00,65.0,25.0,2023
2023-06-24 14:00:00,62.0,25.0,2023
2023-06-24 15:00:00,65.0,10.0,2023
2023-06-24 16:00:00,72.85,28.2,2023
2023-06-24 17:00:00,91.7,80.98,2023
2023-06-24 18:00:00,91.7,89.6,2023
2023-06-24 19:00:00,101.0,101.0,2023
2023-06-24 20:00:00,113.52,113.52,2023
2023-06-24 21:00:00,129.91,129.91,2023
2023-06-24 22:00:00,132.82,132.82,2023
2023-06-24 23:00:00,131.05,131.05,2023
2023-01-30 00:00:00,117.05,117.05,2023
2023-01-30 01:00:00,119.6,119.6,2023
2023-01-30 02:00:00,118.73,118.73,2023
2023-01-30 03:00:00,110.33,110.33,2023
2023-01-30 04:00:00,90.0,90.0,2023
2023-01-30 05:00:00,118.42,118.42,2023
2023-01-30 06:00:00,119.6,119.6,2023
2023-01-30 07:00:00,140.0,145.6,2023
2023-01-30 08:00:00,169.27,176.48,2023
2023-01-30 09:00:00,154.63,154.63,2023
2023-01-30 10:00:00,127.65,127.65,2023
2023-01-30 11:00:00,125.36,125.36,2023
2023-01-30 12:00:00,123.2,123.2,2023
2023-01-30 13:00:00,121.32,121.32,2023
2023-01-30 14:00:00,119.6,119.6,2023
2023-01-30 15:00:00,118.48,118.48,2023
2023-01-30 16:00:00,121.32,121.32,2023
2023-01-30 17:00:00,129.4,129.4,2023
2023-01-30 18:00:00,167.45,167.45,2023
2023-01-30 19:00:00,220.0,220.0,2023
2023-01-30 20:00:00,187.84,187.84,2023
2023-01-30 21:00:00,172.85,172.85,2023
2023-01-30 22:00:00,130.99,130.99,2023
2023-01-30 23:00:00,113.0,113.0,2023
2023-04-20 00:00:00,126.0,126.0,2023
2023-04-20 01:00:00,122.03,122.03,2023
2023-04-20 02:00:00,123.61,123.61,2023
2023-04-20 03:00:00,123.89,123.89,2023
2023-04-20 04:00:00,125.33,125.33,2023
2023-04-20 05:00:00,127.22,127.22,2023
2023-04-20 06:00:00,127.97,127.97,2023
2023-04-20 07:00:00,144.48,144.48,2023
2023-04-20 08:00:00,144.7,144.7,2023
2023-04-20 09:00:00,130.09,130.09,2023
2023-04-20 10:00:00,100.9,100.9,2023
2023-04-20 11:00:00,90.75,87.73,2023
2023-04-20 12:00:00,90.74,80.0,2023
2023-04-20 13:00:00,85.07,74.87,2023
2023-04-20 14:00:00,84.67,53.6,2023
2023-04-20 15:00:00,84.47,50.36,2023
2023-04-20 16:00:00,84.47,49.87,2023
2023-04-20 17:00:00,84.67,51.07,2023
2023-04-20 18:00:00,84.67,75.27,2023
2023-04-20 19:00:00,123.26,123.26,2023
2023-04-20 20:00:00,147.42,147.42,2023
2023-04-20 21:00:00,145.33,145.33,2023
2023-04-20 22:00:00,134.37,134.37,2023
2023-04-20 23:00:00,129.44,129.44,2023
2023-08-31 00:00:00,118.46,118.46,2023
2023-08-31 01:00:00,114.83,114.83,2023
2023-08-31 02:00:00,104.86,104.86,2023
2023-08-31 03:00:00,104.86,104.86,2023
2023-08-31 04:00:00,104.86,104.86,2023
2023-08-31 05:00:00,112.13,112.13,2023
2023-08-31 06:00:00,122.94,122.94,2023
2023-08-31 07:00:00,125.0,125.0,2023
2023-08-31 08:00:00,128.5,128.5,2023
2023-08-31 09:00:00,115.02,115.02,2023
2023-08-31 10:00:00,97.56,97.56,2023
2023-08-31 11:00:00,92.43,92.43,2023
2023-08-31 12:00:00,90.06,90.06,2023
2023-08-31 13:00:00,89.31,89.31,2023
2023-08-31 14:00:00,88.2,88.2,2023
2023-08-31 15:00:00,88.0,88.0,2023
2023-08-31 16:00:00,90.43,90.43,2023
2023-08-31 17:00:00,101.03,101.03,2023
2023-08-31 18:00:00,113.81,113.81,2023
2023-08-31 19:00:00,125.01,125.01,2023
2023-08-31 20:00:00,136.66,136.66,2023
2023-08-31 21:00:00,136.52,136.52,2023
2023-08-31 22:00:00,130.0,130.0,2023
2023-08-31 23:00:00,123.21,123.21,2023
2023-07-01 00:00:00,102.51,102.51,2023
2023-07-01 01:00:00,102.51,102.51,2023
2023-07-01 02:00:00,89.19,89.19,2023
2023-07-01 03:00:00,87.5,87.5,2023
2023-07-01 04:00:00,86.79,86.79,2023
2023-07-01 05:00:00,85.0,85.0,2023
2023-07-01 06:00:00,85.0,85.0,2023
2023-07-01 07:00:00,80.0,80.0,2023
2023-07-01 08:00:00,67.0,62.29,2023
2023-07-01 09:00:00,81.4,50.41,2023
2023-07-01 10:00:00,81.7,43.71,2023
2023-07-01 11:00:00,82.0,24.61,2023
2023-07-01 12:00:00,83.9,16.83,2023
2023-07-01 13:00:00,83.9,4.43,2023
2023-07-01 14:00:00,82.0,1.64,2023
2023-07-01 15:00:00,82.0,0.0,2023
2023-07-01 16:00:00,81.7,0.0,2023
2023-07-01 17:00:00,81.7,1.64,2023
2023-07-01 18:00:00,81.7,22.0,2023
2023-07-01 19:00:00,81.4,65.0,2023
2023-07-01 20:00:00,82.14,82.14,2023
2023-07-01 21:00:00,119.05,119.05,2023
2023-07-01 22:00:00,120.2,120.2,2023
2023-07-01 23:00:00,115.8,115.8,2023
2023-02-11 00:00:00,139.44,139.44,2023
2023-02-11 01:00:00,135.86,135.86,2023
2023-02-11 02:00:00,131.18,131.18,2023
2023-02-11 03:00:00,133.48,133.48,2023
2023-02-11 04:00:00,132.16,132.16,2023
2023-02-11 05:00:00,130.0,130.0,2023
2023-02-11 06:00:00,133.88,133.88,2023
2023-02-11 07:00:00,132.16,132.16,2023
2023-02-11 08:00:00,136.0,136.0,2023
2023-02-11 09:00:00,135.1,135.1,2023
2023-02-11 10:00:00,126.72,126.72,2023
2023-02-11 11:00:00,115.0,115.0,2023
2023-02-11 12:00:00,110.0,110.0,2023
2023-02-11 13:00:00,110.0,110.0,2023
2023-02-11 14:00:00,105.0,105.0,2023
2023-02-11 15:00:00,103.36,103.36,2023
2023-02-11 16:00:00,106.69,106.69,2023
2023-02-11 17:00:00,135.86,135.86,2023
2023-02-11 18:00:00,143.56,143.56,2023
2023-02-11 19:00:00,160.01,160.01,2023
2023-02-11 20:00:00,161.01,161.01,2023
2023-02-11 21:00:00,155.58,155.58,2023
2023-02-11 22:00:00,150.0,150.0,2023
2023-02-11 23:00:00,140.19,140.19,2023
2023-05-05 00:00:00,110.39,110.39,2023
2023-05-05 01:00:00,104.09,104.09,2023
2023-05-05 02:00:00,101.38,101.38,2023
2023-05-05 03:00:00,101.38,101.38,2023
2023-05-05 04:00:00,94.0,94.0,2023
2023-05-05 05:00:00,101.38,101.38,2023
2023-05-05 06:00:00,110.9,110.9,2023
2023-05-05 07:00:00,114.87,114.87,2023
2023-05-05 08:00:00,112.58,112.58,2023
2023-05-05 09:00:00,102.61,102.61,2023
2023-05-05 10:00:00,95.89,95.89,2023
2023-05-05 11:00:00,91.03,91.03,2023
2023-05-05 12:00:00,84.99,84.99,2023
2023-05-05 13:00:00,82.0,82.0,2023
2023-05-05 14:00:00,78.9,78.9,2023
2023-05-05 15:00:00,80.0,80.0,2023
2023-05-05 16:00:00,75.43,75.43,2023
2023-05-05 17:00:00,82.0,82.0,2023
2023-05-05 18:00:00,101.38,101.38,2023
2023-05-05 19:00:00,111.05,111.05,2023
2023-05-05 20:00:00,130.0,130.0,2023
2023-05-05 21:00:00,127.05,127.05,2023
2023-05-05 22:00:00,115.56,115.56,2023
2023-05-05 23:00:00,110.9,110.9,2023
2023-04-05 00:00:00,70.25,70.25,2023
2023-04-05 01:00:00,108.76,108.76,2023
2023-04-05 02:00:00,114.65,114.65,2023
2023-04-05 03:00:00,115.33,115.33,2023
2023-04-05 04:00:00,116.53,116.53,2023
2023-04-05 05:00:00,120.69,120.69,2023
2023-04-05 06:00:00,122.72,122.72,2023
2023-04-05 07:00:00,137.23,137.23,2023
2023-04-05 08:00:00,138.83,138.83,2023
2023-04-05 09:00:00,123.62,123.62,2023
2023-04-05 10:00:00,104.23,104.23,2023
2023-04-05 11:00:00,84.89,84.89,2023
2023-04-05 12:00:00,70.0,70.0,2023
2023-04-05 13:00:00,61.12,61.12,2023
2023-04-05 14:00:00,55.0,55.0,2023
2023-04-05 15:00:00,50.0,42.02,2023
2023-04-05 16:00:00,50.0,42.03,2023
2023-04-05 17:00:00,55.0,55.0,2023
2023-04-05 18:00:00,75.0,75.0,2023
2023-04-05 19:00:00,127.28,127.28,2023
2023-04-05 20:00:00,166.06,166.06,2023
2023-04-05 21:00:00,164.98,164.98,2023
2023-04-05 22:00:00,151.39,151.39,2023
2023-04-05 23:00:00,130.43,130.43,2023
2023-01-15 00:00:00,25.0,25.0,2023
2023-01-15 01:00:00,17.08,17.08,2023
2023-01-15 02:00:00,13.94,13.94,2023
2023-01-15 03:00:00,4.16,4.16,2023
2023-01-15 04:00:00,3.1,3.1,2023
2023-01-15 05:00:00,4.16,4.16,2023
2023-01-15 06:00:00,4.16,4.16,2023
2023-01-15 07:00:00,5.0,5.0,2023
2023-01-15 08:00:00,16.18,16.18,2023
2023-01-15 09:00:00,26.73,26.73,2023
2023-01-15 10:00:00,31.1,31.1,2023
2023-01-15 11:00:00,24.61,24.61,2023
2023-01-15 12:00:00,23.0,23.0,2023
2023-01-15 13:00:00,21.94,21.94,2023
2023-01-15 14:00:00,19.23,19.23,2023
2023-01-15 15:00:00,15.0,15.0,2023
2023-01-15 16:00:00,19.93,19.93,2023
2023-01-15 17:00:00,30.0,30.0,2023
2023-01-15 18:00:00,35.6,35.6,2023
2023-01-15 19:00:00,40.0,40.0,2023
2023-01-15 20:00:00,50.56,50.56,2023
2023-01-15 21:00:00,41.28,41.28,2023
2023-01-15 22:00:00,34.5,34.5,2023
2023-01-15 23:00:00,23.0,23.0,2023
2023-03-11 00:00:00,39.14,39.14,2023
2023-03-11 01:00:00,33.15,33.15,2023
2023-03-11 02:00:00,29.15,29.15,2023
2023-03-11 03:00:00,25.0,25.0,2023
2023-03-11 04:00:00,4.16,4.16,2023
2023-03-11 05:00:00,4.16,4.16,2023
