Time,production_schedule,compressor_consumption,operational_presence,testing_schedule,active_computers,maintenance_status,lightbulbs_active,workload,volume_production_waste,fabric_in_chamber,active_wall_plugs,number_of_workers,heat_index,price_mWh,Hour,efficiency_adjusted_power,technological_centers_consumption
2023-06-02 14:00:00,24,9.324713565624394,1.8628330774814712,14.39308894897417,1,11,0,18.34773485219413,7,9.149131887675765,3,0,23.0,77.23,14,0.6096100382007476,27.029984937156172
2023-06-02 15:00:00,31,6.503089938006673,2.511700537478362,16.469659574500337,1,21,1,16.626787622445008,4,9.867481477069964,3,0,22.84,77.07,15,0.6096127371536416,27.25523496312774
2023-06-02 16:00:00,29,15.003274029351182,4.122567248369126,9.89936286673935,0,0,2,22.53117439542881,14,9.676501004799215,3,87,22.37,80.82,16,0.609613820176699,26.454346582391928
2023-06-02 17:00:00,0,8.840579180678946,4.689722191844012,20.961042709107986,2,35,2,29.21552458894244,25,5.698267916963507,1,75,21.62,88.0,17,0.6096145865023217,25.152902830552677
2023-06-02 18:00:00,0,6.659432754861111,4.104408422196589,21.963223056493018,2,33,2,27.27832794014971,18,5.053117843348559,0,0,20.65,85.8,18,0.6096147575412263,24.502180932368812
2023-06-02 19:00:00,8,9.271760227284908,3.8012903514124785,14.618172171932226,0,1,1,24.030488869732487,10,8.351884582769706,1,17,19.52,91.4,19,0.6096142389952499,23.626209156624498
2023-06-02 20:00:00,10,11.861403210219027,3.6008965581134307,24.02572325215603,2,36,1,23.9524569590257,10,8.612130820926671,2,104,18.3,99.82,20,0.6096140051214164,23.826431298397505
2023-06-02 21:00:00,6,6.649344926434893,2.367933619397623,12.890269770001638,0,0,0,22.57527482398799,7,8.154124365249599,1,0,17.08,103.53,21,0.6096139660763971,24.72743081665676
2023-06-02 22:00:00,0,7.166265546187929,3.192154704770834,16.128268713979953,1,6,0,18.32274277368064,0,3.374576339949684,0,0,15.95,103.11,22,0.6096139674561671,25.803624665086417
2023-06-02 23:00:00,0,9.332281186349547,0.5772922847440232,9.388493208525508,1,21,0,1.3362721285503238,0,0.1847433179186448,0,23,14.98,101.09,23,0.609614038481988,26.52942981184775
2023-06-03 00:00:00,0,9.18824762821245,0.5046289445639225,0.0,0,0,1,0.1549910005225829,0,0.0246245392439687,1,1,13.7,95.67,0,0.4739424571543426,27.579833535024655
2023-06-03 01:00:00,8,3.8120876228114047,0.3737064063675694,0.0653303024680629,0,0,1,1.759573148744841,3,1.4111526345074057,2,121,13.1,86.81,1,0.4746088855186778,27.755001525269112
2023-06-03 02:00:00,12,3.7793436921030783,0.0,0.0909772566304751,0,0,0,0.042113317863758,0,1.5433820469536887,2,0,12.9,90.02,2,0.4753514474082242,28.05531506773118
2023-06-03 03:00:00,2,3.7666584720497593,0.4051733413559495,10.063407497942812,2,35,1,0.0985127305611941,0,0.4096219531925615,1,0,13.1,90.0,3,0.4757932402407172,26.6537966704472
2023-06-03 04:00:00,5,3.736478677440071,0.0,0.041927465191657,0,0,0,0.0,0,0.8489443101077156,2,66,13.7,95.67,4,0.4754090835288593,26.553689319575053
2023-06-03 05:00:00,1,3.713829065716221,0.0321569141046913,0.0751867061245501,0,0,0,4.404884509963499,8,0.3456468963710097,1,0,14.64,93.74,5,0.4750138820950151,26.828989012549492
2023-06-03 06:00:00,10,3.739071830717135,0.4772148620255187,0.0753370142803089,0,0,1,0.0249910967966733,0,1.5482452917881946,1,85,15.88,87.0,6,0.4750329133282893,25.552615485722026
2023-06-03 07:00:00,5,3.7264284868958417,1.064015933831635,4.49289446350831,1,16,1,1.5403474357209177,3,0.7920459425197188,1,45,17.31,86.0,7,0.474992693516888,25.15217842053905
2023-06-03 08:00:00,1,3.701252754800977,0.9046945543512672,0.0917149266246559,0,0,1,0.027261938647326,0,0.258170340095935,1,69,18.85,80.75,8,0.4750458391324016,25.00201522006507
2023-06-03 09:00:00,0,3.733971287561864,0.0,0.0831233916627658,0,0,0,6.677678638025452,12,0.0513734826534126,0,0,20.39,80.05,9,0.4751083260593003,25.002015542934412
2023-06-03 10:00:00,1,3.7969359292333262,0.0,1.5535020961310977,1,5,0,0.0100897191849249,0,0.311169564210572,1,53,21.83,70.99,10,0.4751106546834348,24.326285975880296
2023-06-03 11:00:00,7,3.7843461918839423,0.3300335344509197,0.0908500416586735,0,0,1,2.1746317821551036,4,1.1468477180354637,2,0,23.06,78.95,11,0.4751011740860901,23.875799450969076
2023-06-03 12:00:00,4,3.807011670997954,0.9362584937493612,0.0883181480822368,0,0,1,0.017819427938112,0,0.6919488599030086,1,0,24.0,78.95,12,0.4750964824597925,24.70169196274129
2023-06-03 13:00:00,6,3.8498041113237513,0.0,6.382908068047448,1,23,0,0.0179699942761124,0,0.9296828651135602,1,4,24.6,78.95,13,0.4750874695301103,24.90190776872263
2023-06-03 14:00:00,21,3.8825394531608466,0.0,2.129129762505519,1,7,1,1.03851583610101,2,2.9360309044412736,3,0,24.8,78.95,14,0.4750868438406703,25.077097129250795
2023-06-03 15:00:00,4,3.8472883487337257,0.0,0.8507209010336396,1,2,0,1.244867041497999,2,0.6948592118180292,1,23,24.6,78.85,15,0.4750895391767659,24.751745700218503
2023-06-03 16:00:00,0,3.834703046123498,0.0,1.2232322720484667,1,4,0,1.145584982958911,2,0.0415284215988258,0,0,24.0,78.75,16,0.4750906206093306,25.227259580532355
2023-06-03 17:00:00,13,3.9077193668956114,0.7912480607397188,0.087471579175091,0,0,1,0.8232830298850955,1,1.977187213622297,2,26,23.06,78.75,17,0.4750913864024165,25.87796268301748
2023-06-03 18:00:00,0,3.900165973268982,1.3142878432378122,8.947801690677341,2,32,2,0.0176946338168411,0,0.0425861586549769,0,172,21.83,78.75,18,0.4750915575366897,25.05207022406882
2023-06-03 19:00:00,0,3.857360666982309,0.0,0.0851609114612768,0,0,1,0.0188063281771315,0,0.042875154420829,0,0,20.39,80.1,19,0.4750910397526333,25.57763809328419
2023-06-03 20:00:00,5,3.8875761732490894,0.9731015215243352,1.2023743356415495,1,4,1,0.3367269808742112,0,0.8397938285510673,2,0,18.85,81.1,20,0.4750908062212748,26.303422376173952
2023-06-03 21:00:00,8,3.8850581651780423,0.3561040417432253,0.7833196876994173,1,2,1,1.000212384102067,2,1.2137599578904417,2,0,17.31,102.0,21,0.4750907671698973,28.030288371739697
2023-06-03 22:00:00,0,3.877505144572808,0.0,4.665272071188806,1,16,0,0.0189171225452329,0,0.0422390778234771,0,0,15.88,103.34,22,0.4750907684811611,28.280558800612535
2023-06-03 23:00:00,0,3.8372188149657194,0.3566578340835411,5.0783099956370945,1,18,1,3.1811947672718723,6,0.0426226754965088,0,70,14.64,95.67,23,0.4750908393873944,27.855099057770776
2023-06-04 00:00:00,0,3.838440507147203,2.286220603615539,0.0900302437495608,0,0,3,0.0423217417567209,0,0.0,0,1,15.21,92.0,0,0.3394193708747102,28.154684708540785
2023-06-04 01:00:00,0,3.787994632998545,2.1274073336892503,12.045802999091674,1,4,0,11.922713707170775,2,3.988699474578784,0,197,14.68,90.16,1,0.3400855378279607,25.90229085689545
2023-06-04 02:00:00,14,3.7879864024274736,4.318185365470107,16.398671185858827,1,5,1,15.386783706055963,0,8.863149976662132,2,21,14.5,89.96,2,0.340827959713209,26.027412921759176
2023-06-04 03:00:00,10,3.780370459348359,0.7780853171600368,5.957311101559912,0,0,0,10.850640903191158,0,7.745340454477388,1,0,14.68,89.35,3,0.3412697666988404,26.678094444753324
2023-06-04 04:00:00,0,3.76278888438529,3.9362258426057215,8.631453288452354,0,0,1,16.49798630935509,1,6.939205010389841,1,1,15.21,86.65,4,0.3408857899533025,26.252647166041093
2023-06-04 05:00:00,0,32.672949571345924,3.4277093140723753,11.463343507689116,0,0,1,23.28442495552833,13,5.746976349954583,0,98,16.05,84.69,5,0.3404907783596212,29.130680400808323
2023-06-04 06:00:00,0,18.26086138183111,2.9776761937967167,13.10225015370949,0,10,0,15.293008534077888,11,4.126043374664716,0,79,17.15,80.0,6,0.340509784942284,29.50608192641403
2023-06-04 07:00:00,46,47.86508685445979,3.07168295646371,9.969217323426214,0,9,1,12.913898884506889,9,9.4483596310068,3,0,18.43,78.75,7,0.3404695534118256,29.18073446261847
2023-06-04 08:00:00,35,52.769841440298414,1.4089116478328363,17.921425347943625,2,40,0,19.410112644833408,22,7.822943592526602,3,0,19.8,63.01,8,0.3405226553208243,29.380944282831734
2023-06-04 09:00:00,16,54.00216750006659,2.986831167298828,14.684944620780197,2,27,2,14.089718286621352,12,5.369775861043016,2,1,21.17,60.0,9,0.3405851037208844,30.60723619991464
2023-06-04 10:00:00,36,49.62582801423083,3.4809586052052026,13.676245727204003,2,25,3,18.70172419692568,20,8.004169365357214,4,1,22.45,51.0,10,0.3405874337752879,31.08273771500338
2023-06-04 11:00:00,23,46.35600283661247,4.4390180591202935,9.57198507724274,1,7,3,13.915503877183951,11,6.474000424896788,3,24,23.55,64.78,11,0.3405779671209431,29.03057657936215
2023-06-04 12:00:00,23,51.83928838383087,2.6464986792861076,14.599551881163713,1,29,1,16.85939712896248,18,6.111354235057436,2,0,24.39,78.75,12,0.3405732817631517,31.95866069223269
2023-06-04 13:00:00,34,57.85061083507331,2.3846776744372797,3.958796864722901,0,0,2,13.462900043662945,12,7.419649508176923,4,1,24.92,78.75,13,0.3405642756317726,31.23289562943719
2023-06-04 14:00:00,19,50.38036648982924,2.621145198237694,13.596974304103703,2,30,2,12.979881019000596,13,5.093912550198207,2,241,25.1,64.4,14,0.3405636494020475,30.131735915705104
2023-06-04 15:00:00,26,51.16008216865273,3.865420966807629,14.503069646790747,2,34,3,8.4845802385938,5,5.839536242789858,3,196,24.92,51.0,15,0.340566341125217,31.43310672735168
2023-06-04 16:00:00,28,55.66241288351334,3.336772152288855,15.243549775382746,2,32,2,17.347098901637054,19,6.6926147072449504,2,0,24.39,51.0,16,0.3405674209687667,32.784530179821346
2023-06-04 17:00:00,19,55.13419396183799,2.6298884052451297,8.241892179111082,1,5,2,16.983808358727224,18,5.6625769877599295,3,156,23.55,51.0,17,0.3405681862293411,32.534266564846746
2023-06-04 18:00:00,37,50.984039736274674,3.575778003140808,15.47293546273509,2,34,3,17.309972529176004,19,7.852426079786516,4,212,22.45,78.21,18,0.3405683574584218,32.80955647177502
2023-06-04 19:00:00,52,53.92686063874264,3.21170386175828,10.387556893359545,1,12,2,16.687272594500755,17,10.067189880793723,5,136,21.17,83.5,19,0.3405678404353352,30.60723684894249
2023-06-04 20:00:00,19,56.21574649251274,3.9260750514410496,11.064331367483629,1,19,2,11.95382754839315,10,5.105233269293469,1,108,19.8,90.57,20,0.3405676072461119,30.632263242855934
2023-06-04 21:00:00,4,55.03357937840295,2.4237611173378473,17.156633607303185,1,40,1,19.281748464263675,23,3.40179480447496,0,192,18.43,99.3,21,0.3405675681885006,33.43521545375689
2023-06-04 22:00:00,0,51.78891767852917,2.7652372958472786,22.394439158807742,2,60,1,19.418520100487143,24,2.792647846357298,0,158,17.15,103.64,22,0.3405675694314407,34.53637524064954
2023-06-04 23:00:00,14,17.833093110720608,2.491202490771094,13.519689063827805,1,18,1,10.79938373653587,3,5.758461684942019,2,1,16.05,95.67,23,0.3405676402182598,28.930470845203477
2023-06-05 00:00:00,3,16.487816016810967,0.3658355480070123,4.7423269095136975,0,1,0,11.23722201340578,12,2.4363075725861605,1,12,16.08,97.1,0,0.2048962848037258,25.3510690747369
2023-06-05 01:00:00,18,16.311424803952697,1.7393291320029718,7.815475194975248,1,19,1,9.501850060566916,14,3.551932290826029,1,0,15.57,91.59,1,0.2055621903358462,23.924585447575108
2023-06-05 02:00:00,14,16.06006671793171,1.583914963408482,9.136777284190666,1,25,1,3.466705175201284,2,3.297047609846528,1,163,15.4,90.99,2,0.2063044722043155,24.224885396989414
2023-06-05 03:00:00,0,9.248859179620428,1.396227287208791,8.962752109765162,1,22,1,4.996342861284304,4,0.0698006894838729,0,0,15.57,91.36,3,0.206746293292679,24.299959228404077
2023-06-05 04:00:00,0,16.00965482848816,2.398595260935555,23.627267589745255,2,56,1,11.997573517556676,9,2.1708654769176348,0,1,16.08,90.69,4,0.2063624964187488,24.425088421115618
2023-06-05 05:00:00,19,17.442258347167602,1.9123111552043612,10.545781895864646,0,5,0,6.360984312330155,0,6.897971889865542,2,93,16.89,82.1,5,0.2059676746059047,26.427146855620403
2023-06-05 06:00:00,27,23.273322161359587,2.8034150963628015,15.75283624014569,1,29,1,9.680523482521092,4,7.624803201075032,3,65,17.95,93.0,6,0.2059866565726019,28.454234793523995
2023-06-05 07:00:00,23,55.09148283139479,3.111847428138521,21.300299509426264,2,52,1,9.626915806999932,6,6.5940716704743485,2,222,19.18,99.39,7,0.2059464133458576,30.95680122671626
2023-06-05 08:00:00,1,54.5888464726236,2.6533573250058016,20.9207890956335,2,50,1,6.723303695336705,0,4.032347981413391,0,0,20.5,99.95,8,0.2059994715805879,30.606440268438956
2023-06-05 09:00:00,39,54.56360256242131,3.3740064935138188,7.267103781368963,1,2,2,18.15113975330315,23,8.594346255064124,4,9,21.82,85.77,9,0.2060618814717643,30.206029300937868
2023-06-05 10:00:00,49,49.964409697738795,3.920385395136644,15.296067582878564,2,30,3,6.279585628755398,0,10.133291915363344,6,150,23.05,75.0,10,0.2060642129481146,30.256081371536524
2023-06-05 11:00:00,31,51.57291872021961,5.33572865996472,21.421190365606215,3,50,4,15.30139510278478,15,8.134697193605843,4,0,24.11,70.08,11,0.2060547602220175,30.055875992086293
2023-06-05 12:00:00,20,54.48838456323407,3.63256914203851,27.23072906198056,3,77,2,16.94857833989823,21,5.85128503978967,3,181,24.92,68.99,12,0.2060500811267234,31.182032966666913
2023-06-05 13:00:00,32,54.86529073132973,3.73126014806079,18.003130492267132,2,42,3,12.494239842831847,12,7.5713902178643,4,0,25.43,66.54,13,0.20604108178975,29.805618404853544
2023-06-05 14:00:00,7,55.54390644452531,3.3311839608630383,13.31046539628644,1,22,2,10.939417511234552,8,4.536695694374763,1,102,25.6,67.16,14,0.2060404550222885,30.731569672385255
2023-06-05 15:00:00,45,53.935386749497326,1.553854917194308,10.667351945490816,1,13,1,14.373405777624894,15,9.537969687657531,5,0,25.43,68.79,15,0.2060431431368603,30.506338443950487
2023-06-05 16:00:00,30,58.057229931537314,3.3782845412260416,24.037233056242577,2,63,1,13.472450746940485,14,7.529179234362376,2,55,24.92,75.92,16,0.2060442213930709,31.03187838539322
2023-06-05 17:00:00,7,57.80588630835641,3.527070536365009,18.15140351724329,2,45,2,17.55754368853056,23,3.863793440068668,2,0,24.11,87.92,17,0.2060449861211753,30.581415611556405
2023-06-05 18:00:00,28,52.25149603247006,5.902074058872827,11.805139098227093,2,20,5,3.9218354746514343,0,6.988240397420465,4,229,23.05,88.35,18,0.2060451574444741,31.43228965837655
2023-06-05 19:00:00,36,52.90494110989117,3.3347188158143277,14.479361911210509,2,26,2,10.413435274642891,7,8.549159073438739,4,0,21.82,95.12,19,0.2060446411813098,29.230027286805463
2023-06-05 20:00:00,27,55.49364838448426,3.753955864432375,16.38650547866575,1,37,2,15.847232625736655,19,6.801576347839577,2,0,20.5,101.46,20,0.2060444083338463,31.08192973438714
2023-06-05 21:00:00,19,56.85082880049709,3.3999049064302236,17.22048530249368,2,33,2,13.768026995774546,12,6.854100372301779,2,89,19.18,103.67,21,0.2060443692701322,29.905721459260043
2023-06-05 22:00:00,6,54.76479482858295,2.319333430909274,11.283123623409043,0,12,0,16.49672996127281,17,4.933230399424209,1,0,17.95,100.0,22,0.2060443704449439,31.732598164590858
2023-06-05 23:00:00,25,18.347084431877107,4.301260049675926,11.384575356322904,0,6,2,13.64024220868488,9,8.08392340859467,2,90,16.89,95.12,23,0.2060444411125357,28.379153240157876
2023-06-06 00:00:00,5,14.065368340099376,3.468205304602158,1.3223173180374357,0,0,2,7.442826347393851,6,2.6999860791609263,0,0,15.65,92.52,0,0.671591668864128,23.724130321106937
2023-06-06 01:00:00,0,14.652933891842435,1.8803266276366757,10.254983394518694,1,25,1,4.725185492542291,4,0.0,0,0,15.02,90.0,1,0.6839432506304172,24.35318097475693
2023-06-06 02:00:00,6,12.005429814980031,0.4997631748841729,4.24572067463695,0,6,0,14.077199841712709,18,2.205569504959621,1,11,14.8,89.41,2,0.6741710684090896,21.159829432208703
2023-06-06 03:00:00,21,10.37695515154816,2.5078298701933512,8.27404504513476,1,18,2,11.661614279030864,14,4.6521025068406745,3,0,15.02,85.0,3,0.6756828302358742,18.272398279821648
2023-06-06 04:00:00,6,11.297420412690878,1.225952619283658,16.056619277616083,1,29,0,12.279558518907717,8,4.429903967801672,0,58,15.65,80.1,4,0.6840396700131496,18.25134029626738
2023-06-06 05:00:00,39,14.37524410064266,3.315551860062123,13.231626997838587,1,18,1,12.354089787674663,7,9.602837072282911,3,133,16.66,80.1,5,0.6777439501631526,17.93226843482207
2023-06-06 06:00:00,21,16.29586109462745,5.481754495063593,13.762370040192216,1,16,3,15.784317127055914,11,7.572111984617353,2,24,17.98,90.02,6,0.6791024599810274,22.49356480923091
2023-06-06 07:00:00,31,34.31402320784177,2.217117559070451,14.654925066021082,1,31,0,16.542665035856135,18,7.406554549522669,2,90,19.51,99.03,7,0.6793844630435671,27.23815895930338
2023-06-06 08:00:00,27,38.188008669064054,2.7204650941037025,14.307038109114474,1,31,0,15.09766418460478,17,6.587230853485668,1,0,21.15,102.7,8,0.6784338761074691,27.091848473229067
2023-06-06 09:00:00,22,38.36950848875351,3.359577954744399,19.289082618738636,2,41,2,11.01062608901746,7,6.772352752268736,3,7,22.79,94.9,9,0.6787489271763477,28.66296853585463
2023-06-06 10:00:00,20,35.78997080072458,2.8526895096720755,15.49911266537732,2,29,2,20.628143595217328,22,6.495626008661347,4,21,24.32,86.21,10,0.6790681976640397,27.3157770557002
2023-06-06 11:00:00,17,36.206729313371675,1.886784102199818,12.360896685118847,1,15,1,14.902691534115014,12,6.448201417716309,3,107,25.64,82.0,11,0.6788373440671661,27.403307059130977
2023-06-06 12:00:00,31,38.77741865883207,3.363046030850345,18.51691558703545,3,40,3,21.524185633202823,24,7.960428455236835,5,2,26.65,76.41,12,0.678951938261529,28.873928908986912
2023-06-06 13:00:00,12,38.90136368553643,2.2822298744392446,19.028315690025565,2,40,1,14.450573650834372,12,5.136845300872928,2,0,29.63,73.26,13,0.6789530284027192,28.07273967153697
2023-06-06 14:00:00,13,38.482718285222255,3.642383348408462,8.727011030372795,1,10,2,12.550026942139128,11,4.712088363410205,1,0,30.06,68.5,14,0.6788911983376573,26.490925488831568
2023-06-06 15:00:00,10,37.03139574524188,2.3527898647654046,19.95620369287633,2,45,1,18.727909985470237,20,4.625546933800378,2,0,29.73,71.12,15,0.6789081597099303,28.51938588732588
2023-06-06 16:00:00,48,39.11872063655488,4.622327622366178,15.391121769933289,2,30,3,14.620720024606674,13,10.677386219011792,5,0,26.65,74.4,16,0.6789141178170336,29.24508923027117
2023-06-06 17:00:00,34,37.69679864989241,2.5260169559943453,15.29555123414784,2,33,1,14.1879627370713,14,7.876671409500798,3,100,25.64,84.0,17,0.6789050259291687,27.433096062738606
2023-06-06 18:00:00,23,36.09410785702637,2.9662767129706027,18.166430990080517,2,34,2,9.20250427136677,2,7.478345532998668,3,0,24.32,90.38,18,0.6789137957230144,26.500402763456265
2023-06-06 19:00:00,12,37.9661545644791,4.012569306424548,12.039048818441335,1,19,3,16.261866453894545,16,4.897570656090821,2,64,22.79,95.0,19,0.6789141334093426,26.70694731617016
2023-06-06 20:00:00,30,37.318500170312745,2.083852187856023,17.762329245125322,2,36,0,11.674266583097063,8,7.984572520955332,3,0,21.15,101.11,20,0.6789114890129565,26.731557558164983
2023-06-06 21:00:00,18,38.81012420861581,3.4035611219155646,12.485404818986671,1,17,1,11.77939562030659,7,6.543357343328604,2,123,19.51,101.57,21,0.6789124130801789,28.871258600966524
2023-06-06 22:00:00,29,35.35709893855484,4.409499609835111,8.25372347486476,0,9,2,11.677462134952885,10,7.203115010554891,2,23,17.98,96.56,22,0.6789120428797522,28.499445358348765
2023-06-06 23:00:00,0,11.306852986098352,1.497828834280997,9.102624160338683,0,0,0,14.212366981530971,8,4.438127771898403,1,0,16.66,89.99,23,0.6789115171952469,24.7100312579066
2023-06-07 00:00:00,10,13.144097133408868,1.9783439080928753,14.325012603201928,1,33,1,1.575238087613899,0,3.8601819172045335,1,797,16.46,83.0,0,0.8028449403070151,23.675092268643677
