power_transport_vehicles,production_schedule,maintenance_status,volume_production_waste,number_of_workers,Time
0.0,5.0,0.0,0.0,51.0,2022-07-03 03:00:00
0.0,1.0,0.0,7.691963729845122,0.0,2022-07-03 04:00:00
18.674524473086297,10.0,0.0,0.0,61.0,2022-07-03 05:00:00
31.306623229463682,5.0,14.413407967230402,2.555811878503694,34.0,2022-07-03 06:00:00
28.29211536387897,1.0,0.0,0.0,56.0,2022-07-03 07:00:00
0.0,0.0,0.0,12.073356298418656,0.0,2022-07-03 08:00:00
0.0,1.0,4.677849959364678,0.0,39.0,2022-07-03 09:00:00
10.287247920272858,7.0,0.0,3.6561390708712356,0.0,2022-07-03 10:00:00
29.600414949041955,4.0,0.0,0.0,0.0,2022-07-03 11:00:00
0.0,6.0,21.18925737966695,0.0,3.0,2022-07-03 12:00:00
0.0,20.0,6.595759194193997,1.63237189335431,0.0,2022-07-03 13:00:00
0.0,4.0,2.151911679001796,2.012066381164491,17.0,2022-07-03 14:00:00
0.0,0.0,3.4009182402112508,1.8084751073422338,0.0,2022-07-03 15:00:00
24.766604366149085,13.0,0.0,1.2358259808970393,20.0,2022-07-03 16:00:00
41.03217902306355,0.0,30.114773879293313,0.0,131.0,2022-07-03 17:00:00
0.0,0.0,0.0,0.0,0.0,2022-07-03 18:00:00
30.494633224970332,5.0,3.358215573563755,0.3344166933942636,0.0,2022-07-03 19:00:00
11.17877507457313,8.0,1.8902306567141596,1.5476265564776475,0.0,2022-07-03 20:00:00
0.0,0.0,15.307201799136767,0.0,0.0,2022-07-03 21:00:00
11.190121440361589,0.0,16.721735719459183,5.558991476160702,53.0,2022-07-03 22:00:00
46.53738520358606,0.0,0.0,0.7994743285338147,0.0,2022-07-03 23:00:00
0.0,0.0,4.506285606302731,1.5830888619655956,56.0,2022-07-04 00:00:00
47.31594722900534,14.0,5.1163400860018005,0.0,27.0,2022-07-04 01:00:00
0.0,11.0,0.0,0.0,0.0,2022-07-04 02:00:00
25.00969521859296,-0.0,0.0,1.24337200232759,0.0,2022-07-04 03:00:00
10.331936064612385,0.0,0.0,10.985976334088846,57.0,2022-07-04 04:00:00
26.390041494757597,0.0,9.256150858713777,12.169024732661503,49.0,2022-07-04 05:00:00
57.66548705152358,49.0,9.46709554826727,7.59696137975369,0.0,2022-07-04 06:00:00
0.0,38.0,39.890026780211436,20.433694298443022,0.0,2022-07-04 07:00:00
48.431677426010005,17.0,27.54269334582977,11.242080506829167,0.0,2022-07-04 08:00:00
67.26359548596375,39.0,25.05469095950312,19.497459438754994,0.0,2022-07-04 09:00:00
96.41105715010575,25.0,7.194788786319329,10.252589965243857,16.0,2022-07-04 10:00:00
42.639666377554775,25.0,28.425713499210268,17.19674153014632,0.0,2022-07-04 11:00:00
37.098903703597394,37.0,0.0,11.449697922915655,0.0,2022-07-04 12:00:00
49.466939347485734,21.0,29.8154806654233,12.432018940227952,153.0,2022-07-04 13:00:00
92.96424693717576,28.0,33.698846735173106,4.628555598310335,126.0,2022-07-04 14:00:00
66.08524071337132,30.0,31.740078476612872,17.896237999603894,0.0,2022-07-04 15:00:00
40.65741222760019,21.0,4.8135827181164785,16.91382684630537,102.0,2022-07-04 16:00:00
76.31505356108627,40.0,33.83076633421492,18.427578013878467,137.0,2022-07-04 17:00:00
58.043330847253436,56.0,11.944033135437977,15.847730300191639,88.0,2022-07-04 18:00:00
91.94144578585568,20.0,19.254000550549492,10.003648767542476,70.0,2022-07-04 19:00:00
37.562861332151044,4.0,40.08119786157578,21.900358020819755,126.0,2022-07-04 20:00:00
50.32297403001455,0.0,60.288125064369964,22.484054357678925,103.0,2022-07-04 21:00:00
23.040248855816927,15.0,18.172128106931027,2.789092373666044,0.0,2022-07-04 22:00:00
0.0,3.0,0.46190873175022773,10.35010024080154,5.0,2022-07-04 23:00:00
36.47094455647876,17.0,16.62372483492072,13.459267951395198,0.0,2022-07-05 00:00:00
32.12205117849712,14.0,26.2306338690374,2.5468612031971984,105.0,2022-07-05 01:00:00
23.8870281534223,0.0,21.181775715165266,3.713138444204477,0.0,2022-07-05 02:00:00
17.209110889575285,0.0,53.27005553237103,10.067531784295818,0.0,2022-07-05 03:00:00
0.0,20.0,4.488277074933711,0.0,100.0,2022-07-05 04:00:00
35.76491979302176,26.0,27.975611936780737,3.9321907074906335,56.0,2022-07-05 05:00:00
45.69018022472095,22.0,51.21957716153506,6.569591371109295,200.0,2022-07-05 06:00:00
28.115088036888558,1.0,48.38409161204654,0.0,0.0,2022-07-05 07:00:00
57.060991968797026,38.0,1.6986127615229378,23.61193913610043,8.0,2022-07-05 08:00:00
70.1892112939558,48.0,28.983478494160106,0.0,128.0,2022-07-05 09:00:00
109.02007485290979,30.0,48.485060396027436,15.681954429883717,0.0,2022-07-05 10:00:00
68.11943045482417,19.0,74.80069289092157,21.808149478131398,146.0,2022-07-05 11:00:00
68.86188290072222,31.0,41.124623845781926,13.08187313666032,0.0,2022-07-05 12:00:00
51.77317274535559,7.0,21.48532570372305,8.488880369100814,86.0,2022-07-05 13:00:00
0.0,44.0,12.809550966714259,15.720117507162346,0.0,2022-07-05 14:00:00
55.601963649187255,29.0,61.479840319294624,14.11309248262455,46.0,2022-07-05 15:00:00
67.8549412327286,7.0,43.955141264235294,24.03829520174757,0.0,2022-07-05 16:00:00
137.7618921955193,27.0,19.211310507199087,0.0,192.0,2022-07-05 17:00:00
50.45187848014711,35.0,25.064008216783677,7.165370784784238,0.0,2022-07-05 18:00:00
72.03768664555422,26.0,36.14843094020348,19.959643223256876,0.0,2022-07-05 19:00:00
45.97829756386454,19.0,31.666925135832685,12.13326848456391,75.0,2022-07-05 20:00:00
14.393807343029764,6.0,11.232794372621013,18.003793311880436,0.0,2022-07-05 21:00:00
65.17988094200084,24.0,6.23474198139272,9.688948948435023,76.0,2022-07-05 22:00:00
52.75449753082157,5.0,0.0,6.538598663244741,0.0,2022-07-05 23:00:00
54.22222478683726,0.0,30.842067531844652,5.355653270685181,0.0,2022-07-06 00:00:00
0.0,8.0,8.139915138183248,24.070008688935893,18.0,2022-07-06 01:00:00
69.6384144809214,28.0,20.772117314168597,18.40074334344594,0.0,2022-07-06 02:00:00
0.0,8.0,34.701781558775906,10.400240200779667,50.0,2022-07-06 03:00:00
51.197415870776666,43.0,20.093903663993462,8.98640496505525,91.0,2022-07-06 04:00:00
106.5106120057404,27.0,18.703914476484503,14.23522992801102,72.0,2022-07-06 05:00:00
38.624521599791144,39.0,37.079127830114906,23.286413222474756,100.0,2022-07-06 06:00:00
53.42591527348888,33.0,36.155327638539426,20.74491193317683,0.0,2022-07-06 07:00:00
59.758099904594296,27.0,47.0767544441517,8.556788812592078,8.0,2022-07-06 08:00:00
43.52018452498564,25.0,33.974803037317656,28.039944295051733,27.0,2022-07-06 09:00:00
5.063066500330429,21.0,17.625469422473515,14.742304066233746,148.0,2022-07-06 10:00:00
64.7206447026961,39.0,47.0496135826039,30.77041409255243,3.0,2022-07-06 11:00:00
25.22695845721249,15.0,47.0053002798731,15.677623618828912,0.0,2022-07-06 12:00:00
78.181572045693,16.0,11.911940161011824,14.151049640717883,0.0,2022-07-06 13:00:00
31.04172712145752,12.0,52.30398534575739,25.037164467466383,0.0,2022-07-06 14:00:00
104.68580507629038,60.0,34.56456306100938,16.8058454170243,0.0,2022-07-06 15:00:00
44.29716105524041,42.0,38.14642916486274,17.94935971515155,123.0,2022-07-06 16:00:00
38.37308901164633,29.0,39.11683672285602,3.0060020821346907,0.0,2022-07-06 17:00:00
85.21337678309882,15.0,21.89928426594018,20.153598604020893,79.0,2022-07-06 18:00:00
18.09590456811671,37.0,41.823384743431546,10.055630643114528,0.0,2022-07-06 19:00:00
56.987553496639165,23.0,19.43024568318981,9.182504796574015,151.0,2022-07-06 20:00:00
104.49812542323268,36.0,10.517661201724845,12.641844358151172,28.0,2022-07-06 21:00:00
0.0,-0.0,0.0,10.407928432703851,0.0,2022-07-06 22:00:00
31.412378201383973,15.0,21.442008716255824,0.0,59.0,2022-07-06 23:00:00
35.896920508675414,8.0,0.0,5.443769099862123,0.0,2022-07-07 00:00:00
47.559489646769094,1.0,36.20354359456963,13.37829330668278,61.0,2022-07-07 01:00:00
0.0,23.0,29.71152254395272,0.0,0.0,2022-07-07 02:00:00
0.0,0.0,33.3585743900578,7.975085656791048,0.0,2022-07-07 03:00:00
43.922439108244916,23.0,16.003774765030172,2.330552382903238,15.0,2022-07-07 04:00:00
50.88552272974668,31.0,24.85591552579994,7.466297237195523,0.0,2022-07-07 05:00:00
65.48421782478678,16.0,11.079038343541079,26.906000031526922,29.0,2022-07-07 06:00:00
63.99606637224551,14.0,41.738062696030475,1.0219861452464976,66.0,2022-07-07 07:00:00
39.53375616923917,27.0,35.664750733853225,20.725851990435594,0.0,2022-07-07 08:00:00
59.80603886242836,31.0,34.92879835318303,9.625144971070469,121.0,2022-07-07 09:00:00
66.5432659020172,27.0,54.20022302332161,10.480293037171686,105.0,2022-07-07 10:00:00
33.04543999196005,34.0,18.148546507162894,5.282278064525766,0.0,2022-07-07 11:00:00
113.94266764875317,55.0,27.092592909045468,20.14660535815489,0.0,2022-07-07 12:00:00
70.65603566228812,21.0,33.12058784059977,12.674727386603502,105.0,2022-07-07 13:00:00
22.88534923239216,4.0,15.280695992355206,12.273592933658012,101.0,2022-07-07 14:00:00
85.526302582159,45.0,30.10086484241946,17.28120054981659,96.0,2022-07-07 15:00:00
34.405838102787335,57.0,39.21739126180803,14.63441860933824,0.0,2022-07-07 16:00:00
80.05358614720805,34.0,23.339204946874784,0.0,179.0,2022-07-07 17:00:00
91.91943942262387,12.0,48.21562717213756,10.60921164077025,0.0,2022-07-07 18:00:00
34.33149551495087,28.0,6.812114105496182,21.453797948487978,62.0,2022-07-07 19:00:00
89.49080352798467,14.0,47.13632842882764,3.847756431821443,64.0,2022-07-07 20:00:00
63.224039161806736,35.0,35.33808779909596,4.5356185895052885,158.0,2022-07-07 21:00:00
56.867044974507195,0.0,7.570191273987383,4.8503745781791805,34.0,2022-07-07 22:00:00
81.49985934861405,8.0,0.0,0.7068418274703436,50.0,2022-07-07 23:00:00
19.417832502446636,0.0,0.0,6.485727879571128,14.0,2022-07-08 00:00:00
1.4381334098866674,14.0,0.09748398409816694,0.0,0.0,2022-07-08 01:00:00
0.0,7.0,28.065728427665043,3.2701303727397466,0.0,2022-07-08 02:00:00
0.0,14.0,10.88360493551421,5.502486427852156,20.0,2022-07-08 03:00:00
21.19131552980395,12.0,29.19689661199116,10.743144824616552,0.0,2022-07-08 04:00:00
38.094821253232936,0.0,4.632064944998529,16.300985897930374,47.0,2022-07-08 05:00:00
66.3793265999879,38.0,39.64589371164211,12.558047001121036,55.0,2022-07-08 06:00:00
82.12990795143006,28.0,17.89472620890835,28.48905442943103,52.0,2022-07-08 07:00:00
50.77215282620621,10.0,10.707422941786916,11.21623966338332,0.0,2022-07-08 08:00:00
89.92698301340945,57.0,21.553572091784837,17.79680378659647,112.0,2022-07-08 09:00:00
43.37033867098359,33.0,15.68052416426119,27.313818927481414,74.0,2022-07-08 10:00:00
135.31686539070165,25.0,3.713562960948366,14.47276066752279,0.0,2022-07-08 11:00:00
77.30713833688033,50.0,26.533838441210168,4.332829814151019,199.0,2022-07-08 12:00:00
22.243788591354317,52.0,25.57578888839073,12.671407750017933,20.0,2022-07-08 13:00:00
26.497679206638246,27.0,48.33760624667681,10.068791875581073,0.0,2022-07-08 14:00:00
65.98072267563617,31.0,39.805360266166204,10.818397352291761,0.0,2022-07-08 15:00:00
45.58869285943845,11.0,44.44543619809946,27.96047072351761,0.0,2022-07-08 16:00:00
70.54665237734791,22.0,35.368681253195206,3.110933714467219,139.0,2022-07-08 17:00:00
62.70149554943342,21.0,29.24137479036316,14.37959287035071,117.0,2022-07-08 18:00:00
53.71032912684403,31.0,9.513424656196719,7.39088952422462,97.0,2022-07-08 19:00:00
13.482651340043919,24.0,21.69131441007715,7.414181161517158,71.0,2022-07-08 20:00:00
4.347159678638036,33.0,33.8481948695692,18.03446161883712,131.0,2022-07-08 21:00:00
13.318525237116006,17.0,35.21855614011986,9.06472302582933,2.0,2022-07-08 22:00:00
49.916854659398496,0.0,22.406773540824368,4.368480690211663,50.0,2022-07-08 23:00:00
30.462113633949787,0.0,30.625402174103158,1.136322888026207,0.0,2022-07-09 00:00:00
0.0,4.0,0.0,8.628774214077872,7.0,2022-07-09 01:00:00
28.677960526627164,8.0,6.845001983324426,18.678283566423204,51.0,2022-07-09 02:00:00
34.365198247760304,27.0,17.843099132866662,0.0,0.0,2022-07-09 03:00:00
0.0,0.0,28.828045819653703,20.044356870190935,0.0,2022-07-09 04:00:00
27.537517370505576,6.0,9.284452408486075,14.727671928473569,30.0,2022-07-09 05:00:00
23.634907841589605,25.0,9.707633756867502,15.742311828885656,11.0,2022-07-09 06:00:00
0.0,4.0,19.231777079127653,6.775579101513495,0.0,2022-07-09 07:00:00
28.211786749313127,16.0,0.0,13.153014801040365,57.0,2022-07-09 08:00:00
35.251483389300304,7.0,33.325042046478075,0.0,0.0,2022-07-09 09:00:00
51.09415738259456,13.0,0.0,0.0,0.0,2022-07-09 10:00:00
52.22541527283748,7.0,0.0,10.896442032350542,104.0,2022-07-09 11:00:00
0.0,20.0,10.598603381113817,7.442637040816177,94.0,2022-07-09 12:00:00
0.0,0.0,34.963780098952256,3.63060534292612,0.0,2022-07-09 13:00:00
27.17267373678381,0.0,14.657604815266161,0.0,4.0,2022-07-09 14:00:00
15.86991040509552,5.0,11.494524083919124,0.0,64.0,2022-07-09 15:00:00
16.007107445076635,8.0,0.8986248625543123,0.0,4.0,2022-07-09 16:00:00
116.07539450130103,23.0,0.0,3.824869780251115,40.0,2022-07-09 17:00:00
17.669291740008983,0.0,0.0,0.0,36.0,2022-07-09 18:00:00
34.51675086480662,22.0,0.0,0.0,0.0,2022-07-09 19:00:00
29.1571708087262,0.0,3.2126440285780147,19.95610809566481,39.0,2022-07-09 20:00:00
20.0362790238901,20.0,19.935508657461472,7.9099439463858,0.0,2022-07-09 21:00:00
0.0,13.0,5.436568891198274,8.056322719559091,30.0,2022-07-09 22:00:00
23.27235172396833,0.0,9.605630460365354,16.642432362408872,0.0,2022-07-09 23:00:00
0.0,5.0,24.005763184593096,6.1414383701233195,0.0,2022-07-10 00:00:00
0.0,0.0,5.167856483406264,0.0,0.0,2022-07-10 01:00:00
0.0,10.0,0.0,0.0,10.0,2022-07-10 02:00:00
2.962774399930288,0.0,0.0,7.363408245241914,3.0,2022-07-10 03:00:00
69.94849062465941,0.0,30.587555256808365,0.0,0.0,2022-07-10 04:00:00
0.0,21.0,8.136753805209135,0.0,0.0,2022-07-10 05:00:00
21.109639772370777,0.0,0.0,0.0,0.0,2022-07-10 06:00:00
0.0,13.0,0.0,0.8556822081178036,0.0,2022-07-10 07:00:00
0.0,0.0,19.063423152841985,6.539260504793799,23.0,2022-07-10 08:00:00
33.160875987623605,25.0,0.0,2.218706029177897,139.0,2022-07-10 09:00:00
2.431675682034189,0.0,28.059149917118468,7.161638969572061,0.0,2022-07-10 10:00:00
0.0,0.0,0.0,14.854378918344556,0.0,2022-07-10 11:00:00
0.0,23.0,21.575281678640042,0.0,0.0,2022-07-10 12:00:00
20.94688443310578,0.0,7.582898149962216,21.197118865857984,94.0,2022-07-10 13:00:00
0.0,24.0,2.0130866515299664,1.7121098241145876,0.0,2022-07-10 14:00:00
6.9926659844024766,14.0,0.0,7.243465044413502,84.0,2022-07-10 15:00:00
1.885714149079479,0.0,28.620227204892977,0.0,14.0,2022-07-10 16:00:00
0.0,0.0,10.848786806149056,12.266306812295616,49.0,2022-07-10 17:00:00
64.86744931731435,-0.0,0.0,7.950108148458367,140.0,2022-07-10 18:00:00
19.489186390064354,2.0,0.0,11.153788699390986,0.0,2022-07-10 19:00:00
0.0,18.0,2.9231044854192327,0.5406063074094645,68.0,2022-07-10 20:00:00
6.056511539152698,24.0,0.21537404497372173,0.0,0.0,2022-07-10 21:00:00
0.0,0.0,0.0,3.5853497928237337,0.0,2022-07-10 22:00:00
26.130860305895453,12.0,0.0,0.0,0.0,2022-07-10 23:00:00
0.0,12.0,0.0,0.0,127.0,2022-07-11 00:00:00
0.0,16.0,0.3909885791855715,1.5589220520344558,100.0,2022-07-11 01:00:00
15.624509199108036,8.0,11.126299589573192,17.947904901254336,0.0,2022-07-11 02:00:00
26.470472418990106,0.0,22.638057508903763,2.51356873803617,0.0,2022-07-11 03:00:00
0.0,0.0,14.698837728945424,1.5792821098258512,72.0,2022-07-11 04:00:00
15.00863104704229,0.0,1.700222813682288,5.788173850302989,17.0,2022-07-11 05:00:00
36.18832188787874,22.0,30.75206754379163,2.543488519939226,36.0,2022-07-11 06:00:00
23.325887214928382,36.0,22.40948891845023,11.375134848132491,0.0,2022-07-11 07:00:00
99.45926039620582,28.0,3.265882274422946,12.395528367969025,0.0,2022-07-11 08:00:00
52.356874909614696,37.0,26.0772035607771,2.787292179293628,0.0,2022-07-11 09:00:00
11.081778313180088,30.0,52.30423354038143,3.326482127595124,0.0,2022-07-11 10:00:00
78.68214662125027,6.0,26.05954316760855,9.174791931643746,0.0,2022-07-11 11:00:00
112.86774267893796,0.0,0.6887881883984655,12.787761531434937,0.0,2022-07-11 12:00:00
77.49142506544271,25.0,23.71276369108344,8.19771045186614,0.0,2022-07-11 13:00:00
22.10449054103026,31.0,15.637111775226579,9.039831507526255,0.0,2022-07-11 14:00:00
41.1935018314797,13.0,40.81434461202794,16.099672894399102,118.0,2022-07-11 15:00:00
89.78681045813144,0.0,33.76271286714331,16.986370176902405,0.0,2022-07-11 16:00:00
41.32450118427501,20.0,28.713641774298065,16.54837910737637,154.0,2022-07-11 17:00:00
67.24471384875366,24.0,21.997601514346087,9.260162397014703,4.0,2022-07-11 18:00:00
91.47046265091504,44.0,30.93220599978427,21.51916792125067,84.0,2022-07-11 19:00:00
32.23575397492826,33.0,30.145951476270177,13.581887357615328,80.0,2022-07-11 20:00:00
63.38891180722898,57.0,21.003810924418357,7.375540317182123,0.0,2022-07-11 21:00:00
0.0,0.0,0.0,15.239081570807432,0.0,2022-07-11 22:00:00
0.0,25.0,29.323933982079108,8.77303503532837,0.0,2022-07-11 23:00:00
17.41203842763751,13.0,6.713526837261786,5.352593449640036,47.0,2022-07-12 00:00:00
0.0,22.0,14.246912938083014,0.0,8.0,2022-07-12 01:00:00
71.02474086467394,4.0,15.305430140874858,0.0,0.0,2022-07-12 02:00:00
0.0,28.0,16.582490600941746,21.015334545928724,27.0,2022-07-12 03:00:00
9.899102080313193,16.0,0.0,0.0,43.0,2022-07-12 04:00:00
29.577239152643877,3.0,0.0,4.528635861202591,158.0,2022-07-12 05:00:00
104.70108076805334,31.0,21.901053177655054,15.243202306365319,51.0,2022-07-12 06:00:00
15.766930224442142,26.0,35.35707036616696,17.114274610542992,45.0,2022-07-12 07:00:00
90.60451955154835,35.0,16.935555481335086,2.6986197280267863,74.0,2022-07-12 08:00:00
54.83755951617713,10.0,21.941463537306255,14.938963844431882,0.0,2022-07-12 09:00:00
19.05910728078855,24.0,56.161644612357065,0.0,0.0,2022-07-12 10:00:00
59.79105182615139,29.0,0.0,12.212702871029652,11.0,2022-07-12 11:00:00
43.50454195890716,19.0,7.440865607194052,4.490203380353897,109.0,2022-07-12 12:00:00
25.17034958043267,42.0,50.03748897620718,4.3001944719155505,125.0,2022-07-12 13:00:00
52.967424995115415,37.0,24.767701142779075,18.979469301360616,0.0,2022-07-12 14:00:00
37.69823401554457,25.0,14.039043478215032,10.547363655120229,87.0,2022-07-12 15:00:00
63.23084786845447,33.0,47.444197510625315,18.50916291453604,0.0,2022-07-12 16:00:00
79.58007744087158,34.0,30.686535149836757,18.730241136643674,79.0,2022-07-12 17:00:00
100.2005918206051,32.0,21.085417742462177,22.6796730012244,69.0,2022-07-12 18:00:00
13.520556869255657,0.0,28.213044822593233,3.6018223963575977,0.0,2022-07-12 19:00:00
127.8556300606487,27.0,22.06068226973886,22.858774674138353,123.0,2022-07-12 20:00:00
0.0,6.0,12.794402615630789,14.151846447761335,173.0,2022-07-12 21:00:00
23.72155631923818,33.0,12.433600670631614,4.232842939804467,17.0,2022-07-12 22:00:00
40.8263720897338,11.0,0.0,0.0,28.0,2022-07-12 23:00:00
31.923205813710368,9.0,11.907124567776897,10.422793906986309,129.0,2022-07-13 00:00:00
4.823381217609263,25.0,17.06828191822862,0.0,0.0,2022-07-13 01:00:00
16.616594498015367,18.0,24.226037845140972,9.59861490451198,0.0,2022-07-13 02:00:00
8.758006894732832,0.0,28.69289225000132,20.345739530877946,0.0,2022-07-13 03:00:00
5.954428470712958,11.0,5.7316380650358765,13.258670597454788,21.0,2022-07-13 04:00:00
50.60815024687528,8.0,20.05126278720831,16.715779272691,21.0,2022-07-13 05:00:00
59.26941654401692,0.0,31.667327675628098,6.747202162078637,0.0,2022-07-13 06:00:00
20.08607458759522,10.0,25.35396195994718,15.938838457343675,8.0,2022-07-13 07:00:00
76.13646787871804,22.0,17.382344643603385,3.7055057404072027,0.0,2022-07-13 08:00:00
61.642566412324484,24.0,10.790773206051439,11.354773427196944,2.0,2022-07-13 09:00:00
67.89023037739588,-0.0,29.282211742111933,23.93563212470017,0.0,2022-07-13 10:00:00
68.47401809613632,42.0,0.0,7.8374716614083555,0.0,2022-07-13 11:00:00
30.370324344826916,26.0,23.602495847719872,22.14521504942047,0.0,2022-07-13 12:00:00
29.20985263688567,24.0,0.0,19.121171458196553,18.0,2022-07-13 13:00:00
78.7506858829555,34.0,8.119902514254868,22.143528808970693,0.0,2022-07-13 14:00:00
85.66918656562403,22.0,20.522030224598673,7.337004829745474,107.0,2022-07-13 15:00:00
72.51705698456901,43.0,53.02291551618599,22.22503344599096,13.0,2022-07-13 16:00:00
61.38008350799708,23.0,39.251751370430846,13.290576257806931,34.0,2022-07-13 17:00:00
88.87579840203702,12.0,16.963905506558504,20.800189313564406,10.0,2022-07-13 18:00:00
51.90351335675917,43.0,45.765874437863296,5.000160757507178,34.0,2022-07-13 19:00:00
80.71423147876926,55.0,45.464999472540015,18.833736678909055,143.0,2022-07-13 20:00:00
63.03902392043296,45.0,32.142429021104064,18.974014894662947,0.0,2022-07-13 21:00:00
21.449913248161558,28.0,0.0,0.0,0.0,2022-07-13 22:00:00
57.439288092366795,4.0,9.119306615383831,0.0,27.0,2022-07-13 23:00:00
49.66423719453172,0.0,10.982487284863371,0.0,0.0,2022-07-14 00:00:00
49.732799997049725,35.0,0.0,0.8842129648358403,46.0,2022-07-14 01:00:00
63.989691725546905,43.0,17.918365649408035,10.325460012717866,72.0,2022-07-14 02:00:00
25.739285554659627,36.0,16.751762967373757,7.742534393783771,0.0,2022-07-14 03:00:00
47.70749743579215,9.0,20.300094646884418,8.082727678687425,66.0,2022-07-14 04:00:00
24.36011957293868,-0.0,21.017907592882832,0.6189197507002211,0.0,2022-07-14 05:00:00
75.77302550915107,17.0,43.97166299397365,24.915387419953444,55.0,2022-07-14 06:00:00
48.06077387115287,1.0,23.29261233299623,12.850118787835802,0.0,2022-07-14 07:00:00
51.086734844978054,22.0,27.115204558162553,12.296992565730442,46.0,2022-07-14 08:00:00
68.6189029028454,49.0,19.415991806186017,19.744044802030476,37.0,2022-07-14 09:00:00
12.003597843607182,16.0,9.507620935976425,1.7024614774588,0.0,2022-07-14 10:00:00
