Time,03 Chiller Group_Electric_Active Energy (kWh),outdoor_temp,outdoor_humidity,heat_index,Chiller Group_Electric_Power Factor (real)(efficiency),set_point,num_active_chiller
2022-07-07 12:00:00,86.6075,31.22,0.35,30.51,0.874,22,6
2022-07-07 13:00:00,104.375,31.95,0.35,31.41,0.317,22,7
2022-07-07 14:00:00,94.125,32.2,0.35,31.73,0.1125,22,7
2022-07-07 15:00:00,85.5725,31.95,0.34,31.26,0.3375,22,7
2022-07-07 16:00:00,110.975,31.22,0.34,30.39,0.1175,22,6
2022-07-07 17:00:00,116.1,30.05,0.34,29.13,0.31275,22,6
2022-07-07 18:00:00,137.875,28.52,0.34,27.71,0.31225,21,5
2022-07-07 19:00:00,121.175,26.75,0.33,26.38,0.12,21,4
2022-07-07 20:00:00,100.8,24.85,0.33,24.85,0.32,20,4
2022-07-07 21:00:00,101.75,22.95,0.33,22.95,0.11,20,3
2022-07-07 22:00:00,70.3,21.18,0.33,21.18,0.1175,19,2
2022-07-07 23:00:00,30.765,19.65,0.32,19.65,0.3575,19,1
2022-07-08 00:00:00,18.085,20.22,0.32,20.22,0.575,19,2
2022-07-08 01:00:00,11.1175,19.46,0.32,19.46,0.7875,18,1
2022-07-08 02:00:00,29.1625,19.2,0.32,19.2,0.36,18,1
2022-07-08 03:00:00,36.715,19.46,0.32,19.46,0.36,18,1
2022-07-08 04:00:00,32.2175,20.22,0.32,20.22,0.3625,19,2
2022-07-08 05:00:00,43.25,21.44,0.31,21.44,0.145,19,2
2022-07-08 06:00:00,43.075,23.02,0.31,23.02,0.1375,20,3
2022-07-08 07:00:00,43.2,24.87,0.31,24.87,0.1325,20,4
2022-07-08 08:00:00,62.7,26.85,0.31,26.37,0.135,21,4
2022-07-08 09:00:00,67.65,28.83,0.31,27.79,0.14,21,5
2022-07-08 10:00:00,51.5125,30.68,0.31,29.5,0.355,22,6
2022-07-08 11:00:00,62.349999999999994,32.26,0.3,31.11,0.135,22,6
2022-07-08 12:00:00,70.075,33.48,0.3,32.6,0.1375,23,7
2022-07-08 13:00:00,70.0,34.24,0.3,33.61,0.1275,23,8
2022-07-08 14:00:00,87.925,34.5,0.3,33.97,0.1325,23,8
2022-07-08 15:00:00,75.7875,34.24,0.3,33.61,0.3475,23,8
2022-07-08 16:00:00,110.975,33.48,0.3,32.6,0.1175,23,7
2022-07-08 17:00:00,110.1,32.26,0.3,31.11,0.11,22,6
2022-07-08 18:00:00,97.6,30.68,0.29,29.33,0.12,22,6
2022-07-08 19:00:00,83.125,28.83,0.29,27.68,0.12,21,5
2022-07-08 20:00:00,96.475,26.85,0.29,26.29,0.1275,21,4
2022-07-08 21:00:00,77.525,24.87,0.29,24.87,0.14,20,4
2022-07-08 22:00:00,45.8925,23.02,0.29,23.02,0.36,20,3
2022-07-08 23:00:00,39.1625,21.44,0.29,21.44,0.355,19,2
2022-07-09 00:00:00,12.0425,21.77,0.29,21.77,0.785,19,2
2022-07-09 01:00:00,11.4025,20.97,0.28,20.97,0.785,19,2
2022-07-09 02:00:00,0.95,20.7,0.28,20.7,1.0,19,2
2022-07-09 03:00:00,0.95,20.97,0.28,20.97,1.0,19,2
2022-07-09 04:00:00,0.95,21.77,0.28,21.77,1.0,19,2
2022-07-09 05:00:00,0.9525,23.04,0.28,23.04,1.0,20,3
2022-07-09 06:00:00,11.68,24.7,0.28,24.7,0.785,20,4
2022-07-09 07:00:00,11.0025,26.63,0.28,26.63,0.785,21,4
2022-07-09 08:00:00,33.957499999999996,28.7,0.27,27.48,0.3525,21,5
2022-07-09 09:00:00,39.9875,30.77,0.27,29.26,0.355,22,6
2022-07-09 10:00:00,40.625,32.7,0.27,31.26,0.5700000000000001,22,7
2022-07-09 11:00:00,30.0875,34.36,0.27,33.26,0.3525,23,7
2022-07-09 12:00:00,34.11,35.63,0.27,34.94,0.35,23,8
2022-07-09 13:00:00,53.125,36.43,0.27,36.08,0.1325,24,9
2022-07-09 14:00:00,46.375,36.7,0.26,36.24,0.1375,24,9
2022-07-09 15:00:00,12.0975,36.43,0.26,35.85,0.785,24,9
2022-07-09 16:00:00,12.052499999999998,35.63,0.26,34.75,0.7875,23,8
2022-07-09 17:00:00,12.7025,34.36,0.26,33.1,0.785,23,7
2022-07-09 18:00:00,0.97,32.7,0.26,31.15,1.0,22,6
2022-07-09 19:00:00,12.1625,30.77,0.26,29.19,0.7875,22,6
2022-07-09 20:00:00,7.887499999999999,28.7,0.26,27.44,0.785,21,5
2022-07-09 21:00:00,11.1825,26.63,0.25,26.63,0.7875,21,4
2022-07-09 22:00:00,0.95,24.7,0.25,24.7,1.0,20,4
2022-07-09 23:00:00,11.495,23.04,0.25,23.04,0.7875,20,3
2022-07-10 00:00:00,0.96,23.51,0.25,23.51,1.0,20,3
2022-07-10 01:00:00,11.025,22.76,0.25,22.76,0.7875,20,3
2022-07-10 02:00:00,7.4425,22.5,0.25,22.5,0.785,19,3
2022-07-10 03:00:00,0.97,22.76,0.25,22.76,1.0,20,3
2022-07-10 04:00:00,10.9525,23.51,0.25,23.51,0.7875,20,3
2022-07-10 05:00:00,10.5225,24.71,0.25,24.71,0.785,20,4
2022-07-10 06:00:00,0.95,26.28,0.25,26.28,1.0,21,4
2022-07-10 07:00:00,11.0525,28.1,0.25,26.96,0.7875,21,5
2022-07-10 08:00:00,7.762499999999999,30.05,0.25,28.49,0.785,21,5
2022-07-10 09:00:00,11.53,32.0,0.25,30.32,0.785,22,6
2022-07-10 10:00:00,0.945,33.83,0.25,32.32,1.0,23,7
2022-07-10 11:00:00,12.2625,35.39,0.25,34.24,0.785,23,8
2022-07-10 12:00:00,12.0275,36.59,0.25,35.86,0.785,24,9
2022-07-10 13:00:00,0.95,37.34,0.25,36.93,1.0,24,9
2022-07-10 14:00:00,8.1375,37.6,0.25,37.31,0.785,24,9
2022-07-10 15:00:00,11.8875,37.34,0.25,36.93,0.785,24,9
2022-07-10 16:00:00,12.6625,36.59,0.25,35.86,0.785,24,9
2022-07-10 17:00:00,0.95,35.39,0.25,34.24,1.0,23,8
2022-07-10 18:00:00,11.865,33.83,0.25,32.32,0.7875,23,7
2022-07-10 19:00:00,7.9625,32.0,0.25,30.32,0.785,22,6
2022-07-10 20:00:00,0.95,30.05,0.25,28.49,1.0,21,5
2022-07-10 21:00:00,11.3875,28.1,0.25,26.96,0.785,21,5
2022-07-10 22:00:00,11.3375,26.28,0.25,26.28,0.7875,21,4
2022-07-10 23:00:00,0.9675,24.71,0.25,24.71,1.0,20,4
2022-07-11 00:00:00,11.025000000000002,24.14,0.25,24.14,0.7875,20,3
2022-07-11 01:00:00,11.5625,23.44,0.25,23.44,0.785,20,3
2022-07-11 02:00:00,17.8275,23.2,0.25,23.2,0.5725,20,3
2022-07-11 03:00:00,21.28,23.44,0.25,23.44,0.575,20,3
2022-07-11 04:00:00,32.49,24.14,0.25,24.14,0.365,20,3
2022-07-11 05:00:00,26.8025,25.26,0.25,25.26,0.575,20,4
2022-07-11 06:00:00,30.375,26.72,0.25,26.07,0.135,21,4
2022-07-11 07:00:00,42.1,28.43,0.25,27.2,0.14,21,5
2022-07-11 08:00:00,43.325,30.25,0.25,28.66,0.135,21,5
2022-07-11 09:00:00,45.1925,32.07,0.25,30.39,0.3525,22,6
2022-07-11 10:00:00,74.425,33.78,0.25,32.26,0.14,23,7
2022-07-11 11:00:00,71.35,35.24,0.24,33.88,0.1375,23,8
2022-07-11 12:00:00,75.7675,36.36,0.24,35.33,0.3425,24,8
2022-07-11 13:00:00,101.725,37.06,0.24,36.29,0.1175,24,9
2022-07-11 14:00:00,103.825,37.3,0.24,36.63,0.1075,24,9
2022-07-11 15:00:00,117.2,37.06,0.24,36.29,0.10975,24,9
2022-07-11 16:00:00,130.0,36.36,0.24,35.33,0.1149999999999999,24,8
2022-07-11 17:00:00,134.5,35.24,0.24,33.88,0.12,23,8
2022-07-11 18:00:00,95.5,33.78,0.24,32.14,0.3399999999999999,22,7
2022-07-11 19:00:00,92.475,32.07,0.24,30.31,0.105,22,6
2022-07-11 20:00:00,89.025,30.25,0.24,28.61,0.12,21,5
2022-07-11 21:00:00,76.075,28.43,0.24,27.16,0.1175,21,5
2022-07-11 22:00:00,32.1875,26.72,0.24,26.04,0.3575,21,4
2022-07-11 23:00:00,21.68,25.26,0.23,25.26,0.575,20,4
2022-07-12 00:00:00,7.415,24.94,0.23,24.94,0.785,20,4
2022-07-12 01:00:00,10.7025,24.24,0.23,24.24,0.7875,20,3
2022-07-12 02:00:00,0.97,24.0,0.23,24.0,1.0,20,3
2022-07-12 03:00:00,10.9,24.24,0.23,24.24,0.785,20,3
2022-07-12 04:00:00,7.31,24.94,0.24,24.94,0.7825,20,4
2022-07-12 05:00:00,21.075,26.05,0.24,26.05,0.5700000000000001,21,4
2022-07-12 06:00:00,20.565,27.5,0.24,26.52,0.5725,21,4
2022-07-12 07:00:00,17.84,29.19,0.24,27.73,0.5675,21,5
2022-07-12 08:00:00,11.6075,31.0,0.24,29.28,0.785,22,6
2022-07-12 09:00:00,28.79,32.81,0.24,31.07,0.5700000000000001,22,6
2022-07-12 10:00:00,68.2325,34.5,0.24,32.98,0.3475,23,7
2022-07-12 11:00:00,119.575,35.95,0.24,34.79,0.115,23,8
2022-07-12 12:00:00,127.0,37.06,0.24,36.29,0.11,24,9
2022-07-12 13:00:00,78.8425,37.76,0.24,37.28,0.3425,24,9
2022-07-12 14:00:00,128.0,38.0,0.24,37.63,0.11,24,9
2022-07-12 15:00:00,95.9975,37.76,0.24,37.28,0.52875,24,9
2022-07-12 16:00:00,128.5,37.06,0.24,36.29,0.11,24,9
2022-07-12 17:00:00,95.9925,35.95,0.24,34.79,0.3349999999999999,23,8
2022-07-12 18:00:00,128.5,34.5,0.24,32.98,0.11,23,7
2022-07-12 19:00:00,100.225,32.81,0.24,31.07,0.125,22,6
2022-07-12 20:00:00,89.475,31.0,0.24,29.28,0.13,22,6
2022-07-12 21:00:00,74.825,29.19,0.24,27.73,0.1375,21,5
2022-07-12 22:00:00,50.724999999999994,27.5,0.24,26.52,0.14,21,4
2022-07-12 23:00:00,37.9425,26.05,0.24,26.05,0.3625,21,4
2022-07-13 00:00:00,11.1875,25.2,0.24,25.2,0.785,20,4
2022-07-13 01:00:00,17.55,24.46,0.24,24.46,0.5725,20,3
2022-07-13 02:00:00,10.9625,24.2,0.24,24.2,0.7875,20,3
2022-07-13 03:00:00,11.3925,24.46,0.23,24.46,0.7875,20,3
2022-07-13 04:00:00,9.0675,25.2,0.23,25.2,0.785,20,4
2022-07-13 05:00:00,17.1575,26.4,0.23,26.4,0.5725,21,4
2022-07-13 06:00:00,20.450000000000003,27.95,0.23,26.79,0.5700000000000001,21,4
2022-07-13 07:00:00,44.625,29.76,0.23,28.15,0.1375,21,5
2022-07-13 08:00:00,52.474999999999994,31.7,0.22,29.81,0.135,22,6
2022-07-13 09:00:00,65.2,33.64,0.22,31.77,0.1375,22,7
2022-07-13 10:00:00,99.475,35.45,0.22,33.83,0.1175,23,8
2022-07-13 11:00:00,117.275,37.0,0.22,35.78,0.10725,24,9
2022-07-13 12:00:00,134.0,38.2,0.22,37.4,0.11,24,9
2022-07-13 13:00:00,131.25,38.94,0.21,38.17,0.11,24,10
2022-07-13 14:00:00,130.5,39.2,0.21,38.54,0.88775,25,10
2022-07-13 15:00:00,132.25,38.94,0.21,38.17,0.89275,24,10
2022-07-13 16:00:00,132.5,38.2,0.21,37.15,0.891,24,9
2022-07-13 17:00:00,133.5,37.0,0.2,35.39,0.89175,24,8
2022-07-13 18:00:00,133.0,35.45,0.2,33.55,0.69475,23,8
2022-07-13 19:00:00,130.25,33.64,0.2,31.59,0.11,22,7
2022-07-13 20:00:00,117.375,31.7,0.2,29.7,0.1175,22,6
2022-07-13 21:00:00,87.625,29.76,0.2,28.05,0.1375,21,5
2022-07-13 22:00:00,53.55,27.95,0.19,26.68,0.145,21,4
2022-07-13 23:00:00,28.2275,26.4,0.19,26.4,0.5725,21,4
2022-07-14 00:00:00,21.48,26.78,0.19,25.92,0.5725,21,4
2022-07-14 01:00:00,11.1875,26.05,0.19,26.05,0.7875,21,4
2022-07-14 02:00:00,11.0875,25.8,0.19,25.8,0.7875,20,4
2022-07-14 03:00:00,21.450000000000003,26.05,0.19,26.05,0.5725,21,4
2022-07-14 04:00:00,13.875,26.78,0.19,25.92,0.5700000000000001,21,4
2022-07-14 05:00:00,20.745,27.94,0.19,26.68,0.5725,21,4
2022-07-14 06:00:00,23.9825,29.45,0.18,27.76,0.3525,21,5
2022-07-14 07:00:00,31.035,31.21,0.18,29.19,0.5700000000000001,22,6
2022-07-14 08:00:00,42.4075,33.1,0.18,30.91,0.35,22,6
2022-07-14 09:00:00,94.05,34.99,0.18,32.82,0.313,23,7
2022-07-14 10:00:00,131.25,36.75,0.18,34.77,0.50225,23,8
2022-07-14 11:00:00,135.75,38.26,0.18,36.57,0.89525,24,9
2022-07-14 12:00:00,138.25,39.42,0.18,38.03,0.8975,24,10
2022-07-14 13:00:00,117.55,40.15,0.18,38.99,0.8945000000000001,25,10
2022-07-14 14:00:00,196.75,40.4,0.18,39.32,0.909,25,10
2022-07-14 15:00:00,162.3,40.15,0.18,38.99,0.90625,25,10
2022-07-14 16:00:00,197.25,39.42,0.18,38.03,0.9115,24,10
2022-07-14 17:00:00,161.55,38.26,0.18,36.57,0.90525,24,9
2022-07-14 18:00:00,182.0,36.75,0.17,34.62,0.90475,23,8
2022-07-14 19:00:00,146.5,34.99,0.17,32.73,0.88975,23,7
2022-07-14 20:00:00,116.3,33.1,0.17,30.86,0.50025,22,6
2022-07-14 21:00:00,102.3475,31.21,0.17,29.16,0.3315,22,6
2022-07-14 22:00:00,111.5,29.45,0.17,27.74,0.1225,21,5
2022-07-14 23:00:00,74.2,27.94,0.17,26.64,0.1375,21,4
2022-07-15 00:00:00,29.5125,24.89,0.17,24.89,0.355,20,4
2022-07-15 01:00:00,46.025,24.15,0.17,24.15,0.145,20,3
2022-07-15 02:00:00,20.865,23.9,0.17,23.9,0.355,20,3
2022-07-15 03:00:00,38.95,24.15,0.18,24.15,0.145,20,3
2022-07-15 04:00:00,27.1,24.89,0.18,24.89,0.1375,20,4
2022-07-15 05:00:00,21.950000000000003,26.07,0.18,26.07,0.5700000000000001,21,4
2022-07-15 06:00:00,42.31,27.6,0.18,26.43,0.36,21,4
2022-07-15 07:00:00,49.2575,29.38,0.18,27.7,0.3525,21,5
2022-07-15 08:00:00,74.675,31.3,0.18,29.27,0.31975,22,6
2022-07-15 09:00:00,127.5,33.22,0.19,31.09,0.11,22,6
2022-07-15 10:00:00,131.0,35.0,0.19,32.93,0.1075,23,7
2022-07-15 11:00:00,147.25,36.53,0.19,34.66,0.70025,23,8
2022-07-15 12:00:00,148.15,37.71,0.19,36.09,0.8975,24,9
2022-07-15 13:00:00,159.575,38.45,0.19,37.02,0.90325,24,9
2022-07-15 14:00:00,160.0,38.7,0.19,37.34,0.89975,24,9
2022-07-15 15:00:00,148.375,38.45,0.2,37.25,0.90375,24,9
2022-07-15 16:00:00,182.75,37.71,0.2,36.29,0.90675,24,9
2022-07-15 17:00:00,171.75,36.53,0.2,34.82,0.90025,23,8
2022-07-15 18:00:00,179.25,35.0,0.2,33.05,0.90425,23,7
2022-07-15 19:00:00,115.35,33.22,0.2,31.16,0.88675,22,6
2022-07-15 20:00:00,91.75,31.3,0.2,29.34,0.11975,22,6
2022-07-15 21:00:00,129.75,29.38,0.21,27.78,0.1125,21,5
2022-07-15 22:00:00,93.975,27.6,0.21,26.5,0.105,21,4
