Time,optimized_Total Cost,actual_energy_cost (Hour),actual_Production Energy,optimized_Production Energy,actual_Chiller Energy,optimized_Chiller Energy,actual_UTA Energy,optimized_UTA Energy,actual_Compressor Energy,optimized_Compressor Energy,actual_Office Energy,optimized_Office Energy,actual_Data Center Energy,optimized_Data Center Energy,actual_Technological Centers Energy,optimized_Technological Centers Energy,actual_power_transport_vehicles,optimized_Power Transport Vehicles,actual_set_point,optimized_Set Point,actual_num_active_chiller,optimized_Number of Active Chillers,actual_standby_power_down,optimized_Standby Power Down,actual_active_printers,optimized_Active Printers,actual_active_coffee_machines,optimized_Active Coffee Machines,actual_server,optimized_Number of Servers,actual_network_switch_poe,optimized_Number of Network Switches (PoE),actual_network_switch_non_poe,optimized_Number of Network Switches (Non-PoE),actual_hdd,optimized_Number of HDDs,actual_ssd,optimized_Number of SSDs,actual_production_schedule,actual_maintenance_status,actual_volume_production_waste,actual_number_of_workers,actual_heat_index,efficiency_adjusted_power,actual_operational_presence,actual_fabric_in_chamber,actual_testing_schedule,actual_workload,actual_lightbulbs_active,actual_active_wall_plugs,actual_active_computers,actual_sum_of_kWh,actual_price_mWh
2023-06-01 10:00:00,410.70015231176814,22.29641105254777,209.93550955414017,105.46394841882,14.842396496815285,2.57468869941865,18.97468152866242,38.2030415313422,30.106608280254775,54.03701906470076,3.340175159235669,7.04254574389171,0.2963296178343949,0.4225622146,24.37826433121019,29.958233484399987,59.26267512345286,-0.0,19,25.0,2,0.0,1.0691030091435652,0.0,0.2409729516623955,0.0,0.0316325997024287,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,49.0,22.55785231718152,27.05804762805169,20.0,21.1,0.6096343903072904,0.6359817732689808,3.843604746010467,0.6576643611972806,9.073195811576444,0.1241187974205292,1.5578827717608963,0.0,301.8739649681529,73.86
2023-06-01 11:00:00,410.70015231176814,22.17245017786624,211.68710191082803,78.3156931567024,15.083479299363056,3.43408546320837,19.29493630573248,31.1607633954742,30.391321656050955,44.25336098631783,3.366035031847134,4.86572537089291,0.296265923566879,0.4225622146,24.405652866242036,28.731873369514773,57.11728733633272,-0.0,19,25.0,2,0.0,1.7358536788892165,0.0,0.1645103525876031,0.0,0.0665883116491747,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,64.0,46.95261825046978,22.92974817681854,69.0,22.14,0.6096248892202776,0.5679418218183261,5.9088894501632385,7.17682717588755,6.885328003398828,0.053011685586164,2.655199686657044,0.6993310036326024,304.52479299363057,72.81
2023-06-01 12:00:00,410.70015231176814,22.365456966401275,213.43869426751593,146.568484184259,15.324562101910828,4.08692898753674,19.615191082802543,39.7452650912269,30.67603503184713,54.08753853906763,3.391894904458599,5.82579614182438,0.296202229299363,0.4225622146,24.433041401273886,30.233539325577823,80.49394847849456,-0.0,20,25.0,3,0.0,0.8419596995616335,0.0,0.0547712911399419,0.0,0.0172692125459661,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,55.0,40.22863191377847,16.95275637153711,-0.0,22.93,0.6096201904498874,1.3506368346770712,4.734865901890973,5.397656051916603,3.7114909397288023,0.673552099735341,1.9984311828650336,0.447958336523746,307.1756210191083,72.81
2023-06-01 13:00:00,410.70015231176814,22.30750433121019,215.19028662420385,100.21751337191,15.565644904458598,4.50009528419345,19.93544585987261,24.9278579632285,30.96074840764331,54.94463624131583,3.417754777070064,5.47410017192658,0.2961385350318471,0.4225622146,24.460429936305736,29.73298335632551,79.2948722222918,-0.0,20,25.0,3,0.0,1.8770186667928035,0.0,0.0675637739266368,0.0,0.0721135725569301,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,32.0,75.35848381481298,17.783072579275473,76.0,23.43,0.6096111684098954,1.3141406009236636,1.6023753429482095,14.779508458005878,4.168218149669334,0.6280900303888375,0.281152792794948,1.7075092297967922,309.826449044586,72.0
2023-06-01 14:00:00,410.70015231176814,22.02652326066879,216.94187898089172,123.560253070984,15.806727707006369,4.64058658061222,20.255700636942674,34.4487610434673,31.245461783439488,55.65073779934925,3.443614649681529,4.25735056985925,0.2960748407643312,0.4225622146,24.487818471337583,30.158455415993192,78.59508910516304,-0.0,20,25.0,3,0.0,2.791996413546279,0.0,0.3402743240083862,0.0,0.1204735466620986,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,38.0,43.81862840449157,33.053281414516846,143.0,23.6,0.6096105454764676,1.2942874718060575,2.3643444906387145,6.382772247733576,12.326221427611475,0.5961588051112403,0.6727243338667772,0.5602836891298895,312.4772770700637,70.49
2023-06-01 15:00:00,410.70015231176814,21.743839251592355,218.6934713375796,104.470714559556,16.04781050955414,4.50010593743391,20.575955414012736,29.7795180710184,31.530175159235668,51.086701100008455,3.4694745222929937,3.763146324848,0.2960111464968152,0.4225622146,24.51520700636943,31.38481601814656,109.492670367033,-0.0,20,25.0,3,0.0,0.9833585376673694,0.0,0.0383925262491498,0.0,0.0217582771451183,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,41.0,77.01360118693445,16.40169314748125,6.0,23.43,0.6096132463321879,2.3276798219884056,2.8185981742843076,15.248656888865076,3.45926625100589,1.4205161545045069,0.8976679511582876,1.749985446221777,315.12810509554134,69.0
2023-06-01 16:00:00,410.70015231176814,21.66616766019108,220.44506369426753,88.247684881998,16.28889331210191,4.08689496605151,20.8962101910828,31.0035724210649,31.814888535031848,56.55856074911087,3.495334394904459,2.32304016845079,0.2959474522292993,0.4225622146,24.542595541401276,30.533872119694976,98.635654018337,-0.0,20,25.0,3,0.0,2.530140963500531,0.0,0.0165177920712226,0.0,0.1042357039205899,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,39.0,40.98623903488115,15.306052857185056,120.0,22.93,0.6096143293378149,1.969252251818556,2.5735332303593386,5.655252214130931,2.8888166619946523,1.1133239086514362,0.7439305316203383,0.4407609121783529,317.77893312101907,68.18
2023-06-01 17:00:00,410.70015231176814,23.39137256369427,222.19665605095545,107.551842578777,16.529976114649678,3.43401812737969,21.216464968152863,31.8980714197598,32.09960191082803,56.079429825090806,3.521194267515924,4.86572537089291,0.2958837579617834,0.4225622146,24.569984076433123,31.284705013124693,88.38442653049854,-0.0,19,25.0,2,0.0,1.975659918397303,0.0,0.2219777619343347,0.0,0.0732449032654964,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,71.0,77.19756003205003,26.84011834694659,77.0,22.14,0.6096150956534984,1.6310176436772914,6.895905019797433,15.32549637918937,9.054210155680874,0.8225485409276052,3.063460103198487,1.73935283982185,320.42976114649684,73.0
2023-06-01 18:00:00,410.70015231176814,27.836623563057323,223.94824840764332,152.660586351789,16.77105891719745,2.5745302534702,21.53671974522293,40.806154432397,32.3843152866242,52.37274453250919,3.547054140127389,8.0167853743687,0.2958200636942675,0.4225622146,24.59737261146497,29.45767819958898,103.28438278717996,-0.0,19,25.0,2,0.0,1.995462636752547,0.0,0.1726480740707237,0.0,0.0732654258371604,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,20.0,56.49336492312794,24.219202851890167,77.0,21.1,0.6096152664504958,2.1311558270200237,0.054259519770571,9.81826958262355,7.670280457464189,1.2133702526802632,0.0,0.9832946360354626,323.0805891719745,86.16
2023-06-01 19:00:00,410.70015231176814,32.36141629856688,225.6998407643312,114.216109230539,17.012141719745223,1.57454265205603,21.85697452229299,33.5832090617077,32.66902866242038,44.27851769982827,3.572914012738854,5.34576075635865,0.2957563694267515,0.4225622146,24.624761146496816,30.008288960585062,68.8130711967,-0.0,19,25.0,1,0.0,1.6267042727567007,0.0,0.0009952987657707,0.0,0.0523036499618656,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,59.0,57.72881965148744,14.802560276759202,48.0,19.89,0.6096147474983082,0.9855850821240416,5.266062525775021,10.161616075999484,2.661962983207742,0.2662306057748471,2.138830887880194,1.01925779137494,325.7314171974523,99.35
2023-06-01 20:00:00,410.70015231176814,33.65918013535032,227.4514331210191,88.4325257263328,17.253224522292992,0.508442021576904,22.177229299363056,27.5732350369328,32.95374203821656,56.65938140267981,3.598773885350319,3.28311093938226,0.2956926751592356,0.4225622146,24.652149681528662,32.58614868751368,102.48212863913275,-0.0,18,25.0,1,0.0,2.7794885604574207,0.0,0.1092312459777145,0.0,0.1135051772781853,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,30.0,41.98542560991646,20.935291174789167,132.0,18.6,0.6096145136250066,2.1113599716584845,1.427555945640711,5.977269564060629,5.946644694637128,1.1656949596613662,0.0392448223348858,0.4422845061199281,328.38224522292995,102.5
2023-06-01 21:00:00,410.70015231176814,34.35792267245223,229.203025477707,110.621720721917,17.49430732484076,0.268776039993327,22.49748407643312,38.641359072014,33.23845541401273,56.86110279957373,3.624633757961784,4.99406478646084,0.2956289808917197,0.4225622146,24.67953821656051,31.009399576758305,104.60673219918486,-0.0,18,24.0,0,0.0,2.7059683817068625,0.0,0.0703762546760456,0.0,0.108486263406136,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,36.0,58.698086412978256,18.896303266507314,125.0,17.31,0.6096144746586247,2.1856530651135726,2.1475981696357422,10.44787101069051,4.873076376033542,1.2103046133353697,0.4081129342256167,1.036974800756159,331.0330732484077,103.79
2023-06-01 22:00:00,410.70015231176814,33.95901063264332,230.95461783439492,85.6653925421449,17.735390127388534,0.0952251589015454,22.817738853503183,32.5232075773612,33.52316878980891,55.726413990638946,3.6504936305732487,3.89148574041592,0.2955652866242038,0.4225622146,24.706926751592356,32.46100988420612,55.76213912512486,-0.0,18,23.0,0,0.0,1.9305849605701288,0.0,0.0953054202593084,0.0,0.0655667344452332,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,20.0,75.81747394914339,20.40087962961055,66.0,16.1,0.6096144760774654,0.5609729374315906,0.1085728598407076,15.026932919481288,5.689409002168674,0.0,0.0,1.646347930457421,333.6839012738854,101.77
2023-06-01 23:00:00,410.70015231176814,30.949521790127385,232.7062101910828,134.153468686278,17.976472929936303,0.0621687268430122,23.137993630573245,46.3216579762332,33.80788216560509,17.27266309722623,3.6763535031847137,4.86572537089291,0.2955015923566879,0.4225622146,24.7343152866242,28.48159540177569,131.4892450289636,-0.0,18,22.0,0,0.0,2.2956673110900923,0.0,0.5240903273329576,0.0,0.084232357153792,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,43.0,48.63680378802432,44.34188607551304,91.0,15.06,0.6096145471586842,3.0886827756795654,3.0878691803006753,7.792646108996264,18.4718376724634,1.912886505415556,0.8752001816955205,0.6564889772867216,336.33472929936306,92.02
2023-06-02 00:00:00,211.516764765742,30.342597236146496,234.4578025477707,22.1954211003633,18.217555732484072,0.188645276706755,23.45824840764331,19.0345416663087,34.09259554140127,19.291670825033773,3.7022133757961786,1.23462998195139,0.295437898089172,0.4225622146,24.76170382165605,27.880963112589555,75.94030873304635,-0.0,18,21.0,0,0.0,2.864934407050426,0.0,0.1436598213944863,0.0,0.1139239561161309,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,74.0,46.10070771442883,23.326480687408836,133.0,14.23,0.6084655434761397,1.2405245406023409,7.2653797947370995,7.130245721850873,7.27751336462123,0.394543228992789,3.116287427010265,0.5562991486756248,338.9855573248407,89.51
2023-06-02 01:00:00,211.516764765742,27.365074466560504,236.2093949044586,3.61528879759894,18.458638535031845,0.635141028712276,23.778503184713372,2.22449737890467,34.37730891719745,18.83636880640085,3.728073248407643,0.260390351474399,0.295374203821656,0.4225622146,24.789092356687902,27.70574591328486,105.85750135805272,-0.0,18,20.0,0,0.0,2.6924466872371045,0.0,0.0668280158236601,0.0,0.1035607950266924,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,56.0,47.872665608028505,19.177669764173803,118.0,13.76,0.6091322332522598,2.241237269555903,4.831503425628492,7.616659725957519,5.078706104709279,1.1923320463270526,1.777308620735376,0.6116300682802729,341.63638535031845,80.1
2023-06-02 02:00:00,211.516764765742,26.5101154299363,237.9609872611465,35.4619754838771,18.699721337579614,0.511481063969136,24.09875796178344,1.91628778686973,34.662022292993626,17.020740105141524,3.753933121019109,1.3488005379738,0.2953105095541401,0.4225622146,24.81648089171975,27.73076213271322,138.8454470899212,-0.0,18,20.0,0,0.0,1.8732600208158536,0.0,0.4600269893062729,0.0,0.0582758908204256,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,34.0,76.25822151202811,41.14167989946315,55.0,13.6,0.6098749350993994,3.3443084354048715,1.9630702957410089,15.200033199504151,16.806736742677003,2.0733382728572805,0.203017328498724,1.6277118760603586,344.2872133757961,77.0
2023-06-02 03:00:00,211.516764765742,26.714229187898084,239.7125796178344,33.6361790288025,18.940804140127387,0.648707671218283,24.4190127388535,0.18726729126764,34.946735668789806,16.591456007814745,3.7797929936305734,2.19470075288286,0.2952468152866242,0.4225622146,24.843869426751596,28.131201906153404,132.44828509728262,-0.0,18,20.0,0,0.0,3.3745737604921793,0.0,0.3082888605657135,0.0,0.1382980085434281,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,68.0,65.16925928794956,32.831406577909604,166.0,13.76,0.6103167137533054,3.1345426771036022,6.452027187538091,12.256868505563276,12.388482870328517,1.8870080800533664,2.6127527330042657,1.2187635794168237,346.93804140127384,77.0
2023-06-02 04:00:00,211.516764765742,25.960469443630576,241.4641719745223,49.9376533995291,19.181886942675156,0.206530265490592,24.739267515923565,2.72223252315714,35.231449044585986,17.953303699005822,3.8056528662420384,2.32304016845079,0.2951831210191082,0.4225622146,24.87125796178344,26.6295371757678,106.47287151493506,-0.0,18,21.0,0,0.0,3.101972962555714,0.0,0.2875146982501903,0.0,0.1225287412353398,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,71.0,74.43663478600178,31.79690916885807,144.0,14.23,0.6099323769985389,2.2721685324787013,6.938278814957103,14.742060537523937,11.8506428179811,1.1701072691683383,2.8550232368490818,1.5446790745422083,349.5888694267516,74.26
2023-06-02 05:00:00,211.516764765742,28.17917579617835,243.2157643312102,103.192186388225,19.42296974522293,0.821621198599455,25.059522292993627,7.43720361966547,35.516162420382166,18.104673809416855,3.831512738853504,3.77731518439351,0.2951194267515923,0.4225622146,24.89864649681529,27.05501150041264,95.3327872634114,-0.0,18,21.0,0,0.0,4.378043387230548,0.0,0.0784843026018955,0.0,0.1903877199482617,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,55.0,57.80821933220077,20.30373213020811,238.0,14.98,0.6095369856915236,1.9043053655479296,4.741701698938168,10.321708315657071,5.734840296514525,0.8552438831486382,1.6445419761222495,0.935756516305692,352.23969745222934,80.0
2023-06-02 06:00:00,211.516764765742,31.70237064092357,244.9673566878981,30.6305523633348,19.664052547770694,0.797038539021159,25.379777070063692,1.44297325221846,35.800875796178346,16.44086659419179,3.857372611464968,1.3488005379738,0.2950557324840764,0.4225622146,24.926035031847135,25.10285182173454,135.39800209914392,-0.0,18,22.0,0,0.0,0.7262041718629295,0.0,0.3530910703816783,0.0,0.0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,84.0,54.07611277260593,35.67928639311802,0.0,15.95,0.6095560416011719,3.2432855015256976,8.661045502205441,9.34037179891185,13.949027802546546,1.92804410239358,3.745831893188899,0.792390709150018,354.89052547770706,89.33
2023-06-02 07:00:00,211.516764765742,32.7936929433121,246.718949044586,12.7020935859667,19.905135350318467,0.0774751451110767,25.70003184713375,1.04254003974072,36.08558917197452,8.926294816582883,3.8832324840764336,1.84300478298505,0.2949920382165605,0.4225622146,24.953423566878985,23.951570148668836,127.97838166813897,-0.0,18,24.0,0,0.0,3.0267284567864183,1.0,0.3037266712668532,0.0,0.1153190652652404,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,66.0,60.22792675299966,33.05644249521638,133.0,17.08,0.6095158335301436,2.9994377952788827,6.292613884189754,10.99474742616358,12.564069622812404,1.7140052859099368,2.4422914196308265,1.005834433487932,357.5413535031847,91.72
2023-06-02 08:00:00,211.516764765742,33.60593053662421,248.4705414012739,5.48283223372148,20.14621815286624,0.259962549692396,26.02028662420382,22.6587120245238,36.3703025477707,8.994386797493906,3.9090923566878986,2.56555014004113,0.2949283439490445,0.4225622146,24.98081210191083,25.778595897871742,89.9514692245599,-0.0,18,25.0,1,0.0,3.5058015922404917,0.0,0.2146754801649719,0.0,0.1401401903602411,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,64.0,70.30358792913,28.228776820256066,168.0,18.3,0.6095690228774867,1.7353470219462654,6.072729098565967,13.69548230561174,10.00320649531364,0.6705088558855362,2.3021890558129665,1.360929041591937,360.19218152866245,93.3
2023-06-02 09:00:00,211.516764765742,31.726992755414017,250.2221337579618,6.29301699816856,20.387300955414013,1.26893781976098,26.34054140127388,31.4389518232334,36.65501592356688,6.482883614794921,3.934952229299363,1.3488005379738,0.2948646496815286,0.4225622146,25.008200636942675,27.655678499914504,85.42049790783652,-0.0,18,25.0,1,0.0,3.387848378103385,0.0,0.0,0.0,0.1327218925773182,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,43.0,50.92688002012565,14.444553407929956,157.0,19.52,0.6096315483458088,1.5877876195088372,3.158605118688475,8.542252095690651,2.665512574553123,0.5347524303989241,0.7031561683067258,0.6527931257225802,362.84300955414017,87.44
2023-06-02 10:00:00,211.516764765742,32.82865649140127,251.97372611464968,44.174692661094,20.62838375796178,2.20280148686046,26.660796178343947,34.1097532001394,36.93972929936306,6.404761009479679,3.960812101910829,3.77731518439351,0.2948009554140127,0.4225622146,25.03558917197452,27.004957334726956,47.861539359010735,-0.0,19,25.0,2,0.0,2.1589374341494096,0.0,0.194706755805173,0.0,0.0653118773842844,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,64.0,75.54625230529714,27.35864868388896,64.0,20.65,0.6096338755317254,0.3392953093346622,6.0780979533040025,15.121309937549787,9.56692195421133,0.0,2.2630267858484547,1.5329157048629711,365.4938375796178,89.82
2023-06-02 11:00:00,211.516764765742,30.22467704617834,253.72531847133757,31.7374001317256,20.86946656050955,3.00434386985157,26.98105095541401,35.0173076051613,37.22444267515924,9.186039548916018,3.9866719745222934,1.95717533900746,0.2947372611464968,0.4225622146,25.062977707006368,26.103958122303524,115.41803755240176,-0.0,19,25.0,2,0.0,1.0774631177354173,0.0,0.4322253873134259,0.0,0.0058634400784096,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,59.0,60.88599950693523,40.67375093171387,0.0,21.62,0.6096243809789165,2.59465155723438,5.314821986310572,11.225801090466678,16.682201718864686,1.3217515491598242,1.8286780973189336,0.995043818487806,368.1446656050955,82.1
2023-06-02 12:00:00,211.516764765742,30.071514533439483,255.4769108280255,63.4941488329163,21.110549363057324,3.62412760020908,27.30130573248407,34.3748618847519,37.50915605095541,6.477896807301567,4.012531847133758,1.84300478298505,0.2946735668789809,0.4225622146,25.090366242038215,26.70462455330472,109.08103744334562,-0.0,19,25.0,2,0.0,4.009243550905089,0.0,0.2297252063276952,0.0,0.1631307592500527,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,64.0,19.686812826496123,29.543363596539702,199.0,22.37,0.6096196830787378,2.3868911950525264,5.978835885483903,0.2532432081629867,10.759887039251865,1.137051743400994,2.167206871318714,0.0,370.7954936305732,81.1
